timestamp,site_id,generation_mwh
2024-01-06 18:00:00,SOLAR-01,0.0
2024-01-06 19:00:00,SOLAR-01,0.0
2024-01-06 20:00:00,SOLAR-01,0.0
2024-01-06 21:00:00,SOLAR-01,0.0
2024-01-06 22:00:00,SOLAR-01,0.0
2024-01-06 23:00:00,SOLAR-01,0.0
2024-01-07 00:00:00,SOLAR-01,0.0
2024-01-07 01:00:00,SOLAR-01,0.0
2024-01-07 02:00:00,SOLAR-01,0.0
2024-01-07 03:00:00,SOLAR-01,0.0
2024-01-07 04:00:00,SOLAR-01,0.0
2024-01-07 05:00:00,SOLAR-01,0.0
2024-01-07 06:00:00,SOLAR-01,0.0
2024-01-07 07:00:00,SOLAR-01,0.0
2024-01-07 08:00:00,SOLAR-01,0.0
2024-01-07 09:00:00,SOLAR-01,4.9
2024-01-07 10:00:00,SOLAR-01,10.82
2024-01-07 11:00:00,SOLAR-01,13.34
2024-01-07 12:00:00,SOLAR-01,15.44
2024-01-07 13:00:00,SOLAR-01,13.41
2024-01-07 14:00:00,SOLAR-01,10.92
2024-01-07 15:00:00,SOLAR-01,5.47
2024-01-07 16:00:00,SOLAR-01,0.0
2024-01-07 17:00:00,SOLAR-01,0.0
2024-01-07 18:00:00,SOLAR-01,0.0
2024-01-07 19:00:00,SOLAR-01,0.0
2024-01-07 20:00:00,SOLAR-01,0.0
2024-01-07 21:00:00,SOLAR-01,0.0
2024-01-07 22:00:00,SOLAR-01,0.0
2024-01-07 23:00:00,SOLAR-01,0.0
2024-01-08 00:00:00,SOLAR-01,0.0
2024-01-08 01:00:00,SOLAR-01,0.0
2024-01-08 02:00:00,SOLAR-01,0.0
2024-01-08 03:00:00,SOLAR-01,0.0
2024-01-08 04:00:00,SOLAR-01,0.0
2024-01-08 05:00:00,SOLAR-01,0.0
2024-01-08 06:00:00,SOLAR-01,0.0
2024-01-08 07:00:00,SOLAR-01,0.0
2024-01-08 08:00:00,SOLAR-01,0.0
2024-01-08 09:00:00,SOLAR-01,5.36
2024-01-08 10:00:00,SOLAR-01,9.37
2024-01-08 11:00:00,SOLAR-01,11.55
2024-01-08 12:00:00,SOLAR-01,13.51
2024-01-08 13:00:00,SOLAR-01,13.16
2024-01-08 14:00:00,SOLAR-01,9.7
2024-01-08 15:00:00,SOLAR-01,4.69
2024-01-08 16:00:00,SOLAR-01,0.0
2024-01-08 17:00:00,SOLAR-01,0.0
2024-01-08 18:00:00,SOLAR-01,0.0
2024-01-08 19:00:00,SOLAR-01,0.0
2024-01-08 20:00:00,SOLAR-01,0.0
2024-01-08 21:00:00,SOLAR-01,0.0
2024-01-08 22:00:00,SOLAR-01,0.0
2024-01-08 23:00:00,SOLAR-01,0.0
2024-01-09 00:00:00,SOLAR-01,0.0
2024-01-09 01:00:00,SOLAR-01,0.0
2024-01-09 02:00:00,SOLAR-01,0.0
2024-01-09 03:00:00,SOLAR-01,0.0
2024-01-09 04:00:00,SOLAR-01,0.0
2024-01-09 05:00:00,SOLAR-01,0.0
2024-01-09 06:00:00,SOLAR-01,0.0
2024-01-09 07:00:00,SOLAR-01,0.0
2024-01-09 08:00:00,SOLAR-01,0.0
2024-01-09 09:00:00,SOLAR-01,5.67
2024-01-09 10:00:00,SOLAR-01,11.21
2024-01-09 11:00:00,SOLAR-01,12.98
2024-01-09 12:00:00,SOLAR-01,13.68
2024-01-09 13:00:00,SOLAR-01,14.2
2024-01-09 14:00:00,SOLAR-01,9.37
2024-01-09 15:00:00,SOLAR-01,5.64
2024-01-09 16:00:00,SOLAR-01,0.0
2024-01-09 17:00:00,SOLAR-01,0.0
2024-01-09 18:00:00,SOLAR-01,0.0
2024-01-09 19:00:00,SOLAR-01,0.0
2024-01-09 20:00:00,SOLAR-01,0.0
2024-01-09 21:00:00,SOLAR-01,0.0
2024-01-09 22:00:00,SOLAR-01,0.0
2024-01-09 23:00:00,SOLAR-01,0.0
2024-01-10 00:00:00,SOLAR-01,0.0
2024-01-10 01:00:00,SOLAR-01,0.0
2024-01-10 02:00:00,SOLAR-01,0.0
2024-01-10 03:00:00,SOLAR-01,0.0
2024-01-10 04:00:00,SOLAR-01,0.0
2024-01-10 05:00:00,SOLAR-01,0.0
2024-01-10 06:00:00,SOLAR-01,0.0
2024-01-10 07:00:00,SOLAR-01,0.0
2024-01-10 08:00:00,SOLAR-01,0.0
2024-01-10 09:00:00,SOLAR-01,4.54
2024-01-10 10:00:00,SOLAR-01,9.4
2024-01-10 11:00:00,SOLAR-01,12.26
2024-01-10 12:00:00,SOLAR-01,12.43
2024-01-10 13:00:00,SOLAR-01,12.04
2024-01-10 14:00:00,SOLAR-01,8.69
2024-01-10 15:00:00,SOLAR-01,4.37
2024-01-10 16:00:00,SOLAR-01,0.0
2024-01-10 17:00:00,SOLAR-01,0.0
2024-01-10 18:00:00,SOLAR-01,0.0
2024-01-10 19:00:00,SOLAR-01,0.0
2024-01-10 20:00:00,SOLAR-01,0.0
2024-01-10 21:00:00,SOLAR-01,0.0
2024-01-10 22:00:00,SOLAR-01,0.0
2024-01-10 23:00:00,SOLAR-01,0.0
2024-01-11 00:00:00,SOLAR-01,0.0
2024-01-11 01:00:00,SOLAR-01,0.0
2024-01-11 02:00:00,SOLAR-01,0.0
2024-01-11 03:00:00,SOLAR-01,0.0
2024-01-11 04:00:00,SOLAR-01,0.0
2024-01-11 05:00:00,SOLAR-01,0.0
2024-01-11 06:00:00,SOLAR-01,0.0
2024-01-11 07:00:00,SOLAR-01,0.0
2024-01-11 08:00:00,SOLAR-01,0.0
2024-01-11 09:00:00,SOLAR-01,6.32
2024-01-11 10:00:00,SOLAR-01,12.38
2024-01-11 11:00:00,SOLAR-01,17.06
2024-01-11 12:00:00,SOLAR-01,17.06
2024-01-11 13:00:00,SOLAR-01,14.9
2024-01-11 14:00:00,SOLAR-01,11.88
2024-01-11 15:00:00,SOLAR-01,6.38
2024-01-11 16:00:00,SOLAR-01,0.0
2024-01-11 17:00:00,SOLAR-01,0.0
2024-01-11 18:00:00,SOLAR-01,0.0
2024-01-11 19:00:00,SOLAR-01,0.0
2024-01-11 20:00:00,SOLAR-01,0.0
2024-01-11 21:00:00,SOLAR-01,0.0
2024-01-11 22:00:00,SOLAR-01,0.0
2024-01-11 23:00:00,SOLAR-01,0.0
2024-01-12 00:00:00,SOLAR-01,0.0
2024-01-12 01:00:00,SOLAR-01,0.0
2024-01-12 02:00:00,SOLAR-01,0.0
2024-01-12 03:00:00,SOLAR-01,0.0
2024-01-12 04:00:00,SOLAR-01,0.0
2024-01-12 05:00:00,SOLAR-01,0.0
2024-01-12 06:00:00,SOLAR-01,0.0
2024-01-12 07:00:00,SOLAR-01,0.0
2024-01-12 08:00:00,SOLAR-01,0.0
2024-01-12 09:00:00,SOLAR-01,5.38
2024-01-12 10:00:00,SOLAR-01,10.79
2024-01-12 11:00:00,SOLAR-01,13.62
2024-01-12 12:00:00,SOLAR-01,15.72
2024-01-12 13:00:00,SOLAR-01,14.4
2024-01-12 14:00:00,SOLAR-01,11.57
2024-01-12 15:00:00,SOLAR-01,5.66
2024-01-12 16:00:00,SOLAR-01,0.0
2024-01-12 17:00:00,SOLAR-01,0.0
2024-01-12 18:00:00,SOLAR-01,0.0
2024-01-12 19:00:00,SOLAR-01,0.0
2024-01-12 20:00:00,SOLAR-01,0.0
2024-01-12 21:00:00,SOLAR-01,0.0
2024-01-12 22:00:00,SOLAR-01,0.0
2024-01-12 23:00:00,SOLAR-01,0.0
2024-01-13 00:00:00,SOLAR-01,0.0
2024-01-13 01:00:00,SOLAR-01,0.0
2024-01-13 02:00:00,SOLAR-01,0.0
2024-01-13 03:00:00,SOLAR-01,0.0
2024-01-13 04:00:00,SOLAR-01,0.0
2024-01-13 05:00:00,SOLAR-01,0.0
2024-01-13 06:00:00,SOLAR-01,0.0
2024-01-13 07:00:00,SOLAR-01,0.0
2024-01-13 08:00:00,SOLAR-01,0.0
2024-01-13 09:00:00,SOLAR-01,5.88
2024-01-13 10:00:00,SOLAR-01,10.6
2024-01-13 11:00:00,SOLAR-01,14.95
2024-01-13 12:00:00,SOLAR-01,14.63
2024-01-13 13:00:00,SOLAR-01,14.53
2024-01-13 14:00:00,SOLAR-01,10.98
2024-01-13 15:00:00,SOLAR-01,6.24
2024-01-13 16:00:00,SOLAR-01,0.0
2024-01-13 17:00:00,SOLAR-01,0.0
2024-01-13 18:00:00,SOLAR-01,0.0
2024-01-13 19:00:00,SOLAR-01,0.0
2024-01-13 20:00:00,SOLAR-01,0.0
2024-01-13 21:00:00,SOLAR-01,0.0
2024-01-13 22:00:00,SOLAR-01,0.0
2024-01-13 23:00:00,SOLAR-01,0.0
2024-01-14 00:00:00,SOLAR-01,0.0
2024-01-14 01:00:00,SOLAR-01,0.0
2024-01-14 02:00:00,SOLAR-01,0.0
2024-01-14 03:00:00,SOLAR-01,0.0
2024-01-14 04:00:00,SOLAR-01,0.0
2024-01-14 05:00:00,SOLAR-01,0.0
2024-01-14 06:00:00,SOLAR-01,0.0
2024-01-14 07:00:00,SOLAR-01,0.0
2024-01-14 08:00:00,SOLAR-01,0.04
2024-01-14 09:00:00,SOLAR-01,7.34
2024-01-14 10:00:00,SOLAR-01,13.43
2024-01-14 11:00:00,SOLAR-01,16.06
2024-01-14 12:00:00,SOLAR-01,17.06
2024-01-14 13:00:00,SOLAR-01,17.06
2024-01-14 14:00:00,SOLAR-01,13.58
2024-01-14 15:00:00,SOLAR-01,7.29
2024-01-14 16:00:00,SOLAR-01,0.04
2024-01-14 17:00:00,SOLAR-01,0.0
2024-01-14 18:00:00,SOLAR-01,0.0
2024-01-14 19:00:00,SOLAR-01,0.0
2024-01-14 20:00:00,SOLAR-01,0.0
2024-01-14 21:00:00,SOLAR-01,0.0
2024-01-14 22:00:00,SOLAR-01,0.0
2024-01-14 23:00:00,SOLAR-01,0.0
2024-01-15 00:00:00,SOLAR-01,0.0
2024-01-15 01:00:00,SOLAR-01,0.0
2024-01-15 02:00:00,SOLAR-01,0.0
2024-01-15 03:00:00,SOLAR-01,0.0
2024-01-15 04:00:00,SOLAR-01,0.0
2024-01-15 05:00:00,SOLAR-01,0.0
2024-01-15 06:00:00,SOLAR-01,0.0
2024-01-15 07:00:00,SOLAR-01,0.0
2024-01-15 08:00:00,SOLAR-01,0.11
2024-01-15 09:00:00,SOLAR-01,5.03
2024-01-15 10:00:00,SOLAR-01,10.37
2024-01-15 11:00:00,SOLAR-01,13.79
2024-01-15 12:00:00,SOLAR-01,15.03
2024-01-15 13:00:00,SOLAR-01,13.21
2024-01-15 14:00:00,SOLAR-01,8.92
2024-01-15 15:00:00,SOLAR-01,5.52
2024-01-15 16:00:00,SOLAR-01,0.12
2024-01-15 17:00:00,SOLAR-01,0.0
2024-01-15 18:00:00,SOLAR-01,0.0
2024-01-15 19:00:00,SOLAR-01,0.0
2024-01-15 20:00:00,SOLAR-01,0.0
2024-01-15 21:00:00,SOLAR-01,0.0
2024-01-15 22:00:00,SOLAR-01,0.0
2024-01-15 23:00:00,SOLAR-01,0.0
2024-01-16 00:00:00,SOLAR-01,0.0
2024-01-16 01:00:00,SOLAR-01,0.0
2024-01-16 02:00:00,SOLAR-01,0.0
2024-01-16 03:00:00,SOLAR-01,0.0
2024-01-16 04:00:00,SOLAR-01,0.0
2024-01-16 05:00:00,SOLAR-01,0.0
2024-01-16 06:00:00,SOLAR-01,0.0
2024-01-16 07:00:00,SOLAR-01,0.0
2024-01-16 08:00:00,SOLAR-01,0.17
2024-01-16 09:00:00,SOLAR-01,4.81
2024-01-16 10:00:00,SOLAR-01,7.94
2024-01-16 11:00:00,SOLAR-01,10.98
2024-01-16 12:00:00,SOLAR-01,10.85
2024-01-16 13:00:00,SOLAR-01,10.99
2024-01-16 14:00:00,SOLAR-01,7.34
2024-01-16 15:00:00,SOLAR-01,5.04
2024-01-16 16:00:00,SOLAR-01,0.17
2024-01-16 17:00:00,SOLAR-01,0.0
2024-01-16 18:00:00,SOLAR-01,0.0
2024-01-16 19:00:00,SOLAR-01,0.0
2024-01-16 20:00:00,SOLAR-01,0.0
2024-01-16 21:00:00,SOLAR-01,0.0
2024-01-16 22:00:00,SOLAR-01,0.0
2024-01-16 23:00:00,SOLAR-01,0.0
2024-01-17 00:00:00,SOLAR-01,0.0
2024-01-17 01:00:00,SOLAR-01,0.0
2024-01-17 02:00:00,SOLAR-01,0.0
2024-01-17 03:00:00,SOLAR-01,0.0
2024-01-17 04:00:00,SOLAR-01,0.0
2024-01-17 05:00:00,SOLAR-01,0.0
2024-01-17 06:00:00,SOLAR-01,0.0
2024-01-17 07:00:00,SOLAR-01,0.0
2024-01-17 08:00:00,SOLAR-01,0.37
2024-01-17 09:00:00,SOLAR-01,6.98
2024-01-17 10:00:00,SOLAR-01,12.48
2024-01-17 11:00:00,SOLAR-01,15.09
2024-01-17 12:00:00,SOLAR-01,17.06
2024-01-17 13:00:00,SOLAR-01,15.76
2024-01-17 14:00:00,SOLAR-01,13.32
2024-01-17 15:00:00,SOLAR-01,6.98
2024-01-17 16:00:00,SOLAR-01,0.41
2024-01-17 17:00:00,SOLAR-01,0.0
2024-01-17 18:00:00,SOLAR-01,0.0
2024-01-17 19:00:00,SOLAR-01,0.0
2024-01-17 20:00:00,SOLAR-01,0.0
2024-01-17 21:00:00,SOLAR-01,0.0
2024-01-17 22:00:00,SOLAR-01,0.0
2024-01-17 23:00:00,SOLAR-01,0.0
2024-01-18 00:00:00,SOLAR-01,0.0
2024-01-18 01:00:00,SOLAR-01,0.0
2024-01-18 02:00:00,SOLAR-01,0.0
2024-01-18 03:00:00,SOLAR-01,0.0
2024-01-18 04:00:00,SOLAR-01,0.0
2024-01-18 05:00:00,SOLAR-01,0.0
2024-01-18 06:00:00,SOLAR-01,0.0
2024-01-18 07:00:00,SOLAR-01,0.0
2024-01-18 08:00:00,SOLAR-01,0.48
2024-01-18 09:00:00,SOLAR-01,6.71
2024-01-18 10:00:00,SOLAR-01,13.14
2024-01-18 11:00:00,SOLAR-01,15.36
2024-01-18 12:00:00,SOLAR-01,17.06
2024-01-18 13:00:00,SOLAR-01,15.29
2024-01-18 14:00:00,SOLAR-01,10.94
2024-01-18 15:00:00,SOLAR-01,6.35
2024-01-18 16:00:00,SOLAR-01,0.49
2024-01-18 17:00:00,SOLAR-01,0.0
2024-01-18 18:00:00,SOLAR-01,0.0
2024-01-18 19:00:00,SOLAR-01,0.0
2024-01-18 20:00:00,SOLAR-01,0.0
2024-01-18 21:00:00,SOLAR-01,0.0
2024-01-18 22:00:00,SOLAR-01,0.0
2024-01-18 23:00:00,SOLAR-01,0.0
2024-01-19 00:00:00,SOLAR-01,0.0
2024-01-19 01:00:00,SOLAR-01,0.0
2024-01-19 02:00:00,SOLAR-01,0.0
2024-01-19 03:00:00,SOLAR-01,0.0
2024-01-19 04:00:00,SOLAR-01,0.0
2024-01-19 05:00:00,SOLAR-01,0.0
2024-01-19 06:00:00,SOLAR-01,0.0
2024-01-19 07:00:00,SOLAR-01,0.0
2024-01-19 08:00:00,SOLAR-01,0.55
2024-01-19 09:00:00,SOLAR-01,5.88
2024-01-19 10:00:00,SOLAR-01,12.15
2024-01-19 11:00:00,SOLAR-01,15.16
2024-01-19 12:00:00,SOLAR-01,16.13
2024-01-19 13:00:00,SOLAR-01,12.77
2024-01-19 14:00:00,SOLAR-01,11.21
2024-01-19 15:00:00,SOLAR-01,6.29
2024-01-19 16:00:00,SOLAR-01,0.57
2024-01-19 17:00:00,SOLAR-01,0.0
2024-01-19 18:00:00,SOLAR-01,0.0
2024-01-19 19:00:00,SOLAR-01,0.0
2024-01-19 20:00:00,SOLAR-01,0.0
2024-01-19 21:00:00,SOLAR-01,0.0
2024-01-19 22:00:00,SOLAR-01,0.0
2024-01-19 23:00:00,SOLAR-01,0.0
2024-01-20 00:00:00,SOLAR-01,0.0
2024-01-20 01:00:00,SOLAR-01,0.0
2024-01-20 02:00:00,SOLAR-01,0.0
2024-01-20 03:00:00,SOLAR-01,0.0
2024-01-20 04:00:00,SOLAR-01,0.0
2024-01-20 05:00:00,SOLAR-01,0.0
2024-01-20 06:00:00,SOLAR-01,0.0
2024-01-20 07:00:00,SOLAR-01,0.0
2024-01-20 08:00:00,SOLAR-01,0.67
2024-01-20 09:00:00,SOLAR-01,6.23
2024-01-20 10:00:00,SOLAR-01,10.83
2024-01-20 11:00:00,SOLAR-01,13.63
2024-01-20 12:00:00,SOLAR-01,15.12
2024-01-20 13:00:00,SOLAR-01,14.45
2024-01-20 14:00:00,SOLAR-01,11.17
2024-01-20 15:00:00,SOLAR-01,6.86
2024-01-20 16:00:00,SOLAR-01,0.65
2024-01-20 17:00:00,SOLAR-01,0.0
2024-01-20 18:00:00,SOLAR-01,0.0
2024-01-20 19:00:00,SOLAR-01,0.0
2024-01-20 20:00:00,SOLAR-01,0.0
2024-01-20 21:00:00,SOLAR-01,0.0
2024-01-20 22:00:00,SOLAR-01,0.0
2024-01-20 23:00:00,SOLAR-01,0.0
2024-01-21 00:00:00,SOLAR-01,0.0
2024-01-21 01:00:00,SOLAR-01,0.0
2024-01-21 02:00:00,SOLAR-01,0.0
2024-01-21 03:00:00,SOLAR-01,0.0
2024-01-21 04:00:00,SOLAR-01,0.0
2024-01-21 05:00:00,SOLAR-01,0.0
2024-01-21 06:00:00,SOLAR-01,0.0
2024-01-21 07:00:00,SOLAR-01,0.0
2024-01-21 08:00:00,SOLAR-01,0.58
2024-01-21 09:00:00,SOLAR-01,5.06
2024-01-21 10:00:00,SOLAR-01,9.02
2024-01-21 11:00:00,SOLAR-01,12.83
2024-01-21 12:00:00,SOLAR-01,12.76
2024-01-21 13:00:00,SOLAR-01,11.32
2024-01-21 14:00:00,SOLAR-01,9.37
2024-01-21 15:00:00,SOLAR-01,5.0
2024-01-21 16:00:00,SOLAR-01,0.66
2024-01-21 17:00:00,SOLAR-01,0.0
2024-01-21 18:00:00,SOLAR-01,0.0
2024-01-21 19:00:00,SOLAR-01,0.0
2024-01-21 20:00:00,SOLAR-01,0.0
2024-01-21 21:00:00,SOLAR-01,0.0
2024-01-21 22:00:00,SOLAR-01,0.0
2024-01-21 23:00:00,SOLAR-01,0.0
2024-01-22 00:00:00,SOLAR-01,0.0
2024-01-22 01:00:00,SOLAR-01,0.0
2024-01-22 02:00:00,SOLAR-01,0.0
2024-01-22 03:00:00,SOLAR-01,0.0
2024-01-22 04:00:00,SOLAR-01,0.0
2024-01-22 05:00:00,SOLAR-01,0.0
2024-01-22 06:00:00,SOLAR-01,0.0
2024-01-22 07:00:00,SOLAR-01,0.0
2024-01-22 08:00:00,SOLAR-01,0.67
2024-01-22 09:00:00,SOLAR-01,5.14
2024-01-22 10:00:00,SOLAR-01,8.58
2024-01-22 11:00:00,SOLAR-01,11.29
2024-01-22 12:00:00,SOLAR-01,11.62
2024-01-22 13:00:00,SOLAR-01,10.4
2024-01-22 14:00:00,SOLAR-01,8.36
2024-01-22 15:00:00,SOLAR-01,5.07
2024-01-22 16:00:00,SOLAR-01,0.7
2024-01-22 17:00:00,SOLAR-01,0.0
2024-01-22 18:00:00,SOLAR-01,0.0
2024-01-22 19:00:00,SOLAR-01,0.0
2024-01-22 20:00:00,SOLAR-01,0.0
2024-01-22 21:00:00,SOLAR-01,0.0
2024-01-22 22:00:00,SOLAR-01,0.0
2024-01-22 23:00:00,SOLAR-01,0.0
2024-01-23 00:00:00,SOLAR-01,0.0
2024-01-23 01:00:00,SOLAR-01,0.0
2024-01-23 02:00:00,SOLAR-01,0.0
2024-01-23 03:00:00,SOLAR-01,0.0
2024-01-23 04:00:00,SOLAR-01,0.0
2024-01-23 05:00:00,SOLAR-01,0.0
2024-01-23 06:00:00,SOLAR-01,0.0
2024-01-23 07:00:00,SOLAR-01,0.0
2024-01-23 08:00:00,SOLAR-01,0.82
2024-01-23 09:00:00,SOLAR-01,5.51
2024-01-23 10:00:00,SOLAR-01,9.17
2024-01-23 11:00:00,SOLAR-01,12.35
2024-01-23 12:00:00,SOLAR-01,12.51
2024-01-23 13:00:00,SOLAR-01,11.5
2024-01-23 14:00:00,SOLAR-01,10.13
2024-01-23 15:00:00,SOLAR-01,5.45
2024-01-23 16:00:00,SOLAR-01,0.8
2024-01-23 17:00:00,SOLAR-01,0.0
2024-01-23 18:00:00,SOLAR-01,0.0
2024-01-23 19:00:00,SOLAR-01,0.0
2024-01-23 20:00:00,SOLAR-01,0.0
2024-01-23 21:00:00,SOLAR-01,0.0
2024-01-23 22:00:00,SOLAR-01,0.0
2024-01-23 23:00:00,SOLAR-01,0.0
2024-01-24 00:00:00,SOLAR-01,0.0
2024-01-24 01:00:00,SOLAR-01,0.0
2024-01-24 02:00:00,SOLAR-01,0.0
2024-01-24 03:00:00,SOLAR-01,0.0
2024-01-24 04:00:00,SOLAR-01,0.0
2024-01-24 05:00:00,SOLAR-01,0.0
