timestamp,demand_mw,price_gbp_per_mwh,national_renewable_output_mw
2024-01-04 21:00:00,28880.6,43.56,1523.5
2024-01-04 22:00:00,25198.8,38.67,2041.5
2024-01-04 23:00:00,23145.1,33.18,2313.5
2024-01-05 00:00:00,20016.0,32.07,2973.0
2024-01-05 01:00:00,18933.0,23.96,3027.0
2024-01-05 02:00:00,17704.9,16.95,2576.0
2024-01-05 03:00:00,16266.5,19.29,2659.0
2024-01-05 04:00:00,17144.9,25.73,1994.0
2024-01-05 05:00:00,20886.4,21.59,2024.5
2024-01-05 06:00:00,25171.4,45.98,1857.5
2024-01-05 07:00:00,30048.4,50.8,2857.0
2024-01-05 08:00:00,31566.3,57.49,3143.0
2024-01-05 09:00:00,31615.6,50.13,3493.5
2024-01-05 10:00:00,29168.8,37.87,3815.0
2024-01-05 11:00:00,26885.0,30.78,4718.5
2024-01-05 12:00:00,25563.8,26.52,4324.0
2024-01-05 13:00:00,24319.3,30.63,3930.5
2024-01-05 14:00:00,26514.0,29.58,4274.0
2024-01-05 15:00:00,29159.9,45.32,3027.5
2024-01-05 16:00:00,32035.4,60.25,1796.5
2024-01-05 17:00:00,34251.7,62.97,881.5
2024-01-05 18:00:00,36092.1,66.2,882.5
2024-01-05 19:00:00,34723.2,65.2,676.5
2024-01-05 20:00:00,32391.2,55.49,759.5
2024-01-05 21:00:00,28900.4,41.29,1057.5
2024-01-05 22:00:00,26452.1,40.91,1155.5
2024-01-05 23:00:00,23553.9,36.63,713.0
2024-01-06 00:00:00,17478.1,27.71,1128.5
2024-01-06 01:00:00,16751.9,19.36,1897.0
2024-01-06 02:00:00,15348.3,18.75,1042.5
2024-01-06 03:00:00,14626.1,23.26,1229.5
2024-01-06 04:00:00,15175.6,23.78,813.0
2024-01-06 05:00:00,17903.3,33.59,491.5
2024-01-06 06:00:00,22480.0,37.58,552.0
2024-01-06 07:00:00,25372.4,37.03,858.0
2024-01-06 08:00:00,27560.9,55.8,1435.0
2024-01-06 09:00:00,27182.8,43.32,2541.0
2024-01-06 10:00:00,25570.4,29.23,4099.0
2024-01-06 11:00:00,23003.5,25.49,5273.5
2024-01-06 12:00:00,22153.2,18.69,5812.5
2024-01-06 13:00:00,21628.9,25.1,4782.0
2024-01-06 14:00:00,22392.3,25.78,4077.0
2024-01-06 15:00:00,24871.7,30.79,4226.0
2024-01-06 16:00:00,28228.5,46.6,2771.5
2024-01-06 17:00:00,30815.2,54.67,2910.5
2024-01-06 18:00:00,32276.8,51.28,2461.0
2024-01-06 19:00:00,31753.7,52.36,3114.5
2024-01-06 20:00:00,28231.7,39.19,3346.5
2024-01-06 21:00:00,24740.0,38.83,3399.0
2024-01-06 22:00:00,21735.2,31.27,3138.0
2024-01-06 23:00:00,20629.9,32.01,2841.5
2024-01-07 00:00:00,17517.6,26.52,3091.0
2024-01-07 01:00:00,16587.2,16.04,3808.5
2024-01-07 02:00:00,15143.0,17.38,3427.5
2024-01-07 03:00:00,14290.1,15.45,3581.5
2024-01-07 04:00:00,15213.1,14.66,3127.0
2024-01-07 05:00:00,17833.1,18.93,3013.0
2024-01-07 06:00:00,21924.1,38.33,2917.0
2024-01-07 07:00:00,25407.7,37.83,2745.5
2024-01-07 08:00:00,27103.3,41.35,2757.0
2024-01-07 09:00:00,27339.1,37.86,3649.0
2024-01-07 10:00:00,25675.8,33.38,4315.5
2024-01-07 11:00:00,24088.7,22.83,4915.0
2024-01-07 12:00:00,21966.2,12.74,6680.0
2024-01-07 13:00:00,22000.3,18.03,6298.5
2024-01-07 14:00:00,22704.5,24.31,5990.0
2024-01-07 15:00:00,24784.1,34.23,4217.0
2024-01-07 16:00:00,27663.5,37.82,4597.0
2024-01-07 17:00:00,30073.1,40.89,4606.0
2024-01-07 18:00:00,32308.3,48.05,3681.5
2024-01-07 19:00:00,30020.7,49.72,3191.5
2024-01-07 20:00:00,28383.4,47.03,3235.5
2024-01-07 21:00:00,24749.2,34.26,3655.0
2024-01-07 22:00:00,22745.6,27.57,4712.0
2024-01-07 23:00:00,20646.6,20.68,4575.5
2024-01-08 00:00:00,20315.6,26.97,3525.5
2024-01-08 01:00:00,19154.5,27.83,3463.0
2024-01-08 02:00:00,17377.2,20.58,2416.0
2024-01-08 03:00:00,16553.9,27.1,1935.5
2024-01-08 04:00:00,17076.6,18.33,2439.5
2024-01-08 05:00:00,20053.7,26.72,1931.5
2024-01-08 06:00:00,24751.4,39.21,1953.5
2024-01-08 07:00:00,29712.3,48.96,2900.5
2024-01-08 08:00:00,32680.3,55.65,1871.0
2024-01-08 09:00:00,31699.5,46.02,5145.0
2024-01-08 10:00:00,29454.3,35.78,6520.0
2024-01-08 11:00:00,27061.6,32.6,6855.5
2024-01-08 12:00:00,25667.4,22.68,7657.0
2024-01-08 13:00:00,24977.5,21.18,7165.5
2024-01-08 14:00:00,26106.0,29.86,6405.0
2024-01-08 15:00:00,29454.9,31.88,5629.5
2024-01-08 16:00:00,32439.4,44.36,4752.0
2024-01-08 17:00:00,35716.4,60.41,4935.5
2024-01-08 18:00:00,36050.0,54.65,5135.0
2024-01-08 19:00:00,34261.2,48.83,5600.0
2024-01-08 20:00:00,31526.7,48.28,5600.0
2024-01-08 21:00:00,29522.7,44.29,4359.0
2024-01-08 22:00:00,26424.4,44.82,3178.0
2024-01-08 23:00:00,23508.5,29.2,4959.5
2024-01-09 00:00:00,20225.2,29.29,5006.5
2024-01-09 01:00:00,19565.9,21.3,4909.5
2024-01-09 02:00:00,17240.1,22.93,4364.5
2024-01-09 03:00:00,16206.1,18.07,3964.5
2024-01-09 04:00:00,17341.7,17.16,3721.5
2024-01-09 05:00:00,20287.1,27.22,3367.0
2024-01-09 06:00:00,25206.7,38.92,3078.0
2024-01-09 07:00:00,29532.0,48.64,2369.0
2024-01-09 08:00:00,32052.2,50.98,2399.5
2024-01-09 09:00:00,32257.5,55.33,3548.0
2024-01-09 10:00:00,29516.0,36.12,6230.5
2024-01-09 11:00:00,27177.9,21.53,5120.5
2024-01-09 12:00:00,24374.5,24.99,5251.0
2024-01-09 13:00:00,24851.3,27.99,5165.0
2024-01-09 14:00:00,25908.5,22.23,4928.5
2024-01-09 15:00:00,28414.6,35.94,4601.5
2024-01-09 16:00:00,31774.2,58.08,2158.5
2024-01-09 17:00:00,34700.8,60.97,2179.5
2024-01-09 18:00:00,36406.9,64.11,2391.0
2024-01-09 19:00:00,34172.0,51.76,3316.0
2024-01-09 20:00:00,32168.4,49.37,3137.5
2024-01-09 21:00:00,28570.1,39.75,3114.5
2024-01-09 22:00:00,25605.0,30.97,3271.0
2024-01-09 23:00:00,23901.5,25.28,2935.0
2024-01-10 00:00:00,20483.8,35.33,4017.5
2024-01-10 01:00:00,19508.8,25.43,2134.0
2024-01-10 02:00:00,17471.4,23.92,2836.5
2024-01-10 03:00:00,16237.3,25.86,2364.5
2024-01-10 04:00:00,17099.5,20.09,4023.0
2024-01-10 05:00:00,20459.6,25.87,4138.5
2024-01-10 06:00:00,25247.7,34.77,5600.0
2024-01-10 07:00:00,29091.0,53.5,3898.5
2024-01-10 08:00:00,31898.9,50.97,3928.5
2024-01-10 09:00:00,31663.8,37.67,5790.0
2024-01-10 10:00:00,30555.4,30.92,7507.0
2024-01-10 11:00:00,27645.2,22.15,8364.0
2024-01-10 12:00:00,24798.7,18.46,8557.0
2024-01-10 13:00:00,24735.1,14.77,8404.0
2024-01-10 14:00:00,25636.2,22.37,7689.0
2024-01-10 15:00:00,28655.8,34.91,6689.0
2024-01-10 16:00:00,32315.2,52.23,5596.5
2024-01-10 17:00:00,35467.4,53.27,4485.5
2024-01-10 18:00:00,35481.7,59.67,4423.5
2024-01-10 19:00:00,34485.7,56.49,4242.5
2024-01-10 20:00:00,31083.8,51.49,4119.5
2024-01-10 21:00:00,28677.3,32.11,4787.0
2024-01-10 22:00:00,25293.5,27.54,4766.5
2024-01-10 23:00:00,23334.6,27.15,3517.5
2024-01-11 00:00:00,20029.4,31.29,3999.0
2024-01-11 01:00:00,19076.1,20.22,4060.5
2024-01-11 02:00:00,17030.6,13.52,4417.0
2024-01-11 03:00:00,16029.0,16.67,4024.0
2024-01-11 04:00:00,17684.7,28.51,4401.0
2024-01-11 05:00:00,19968.8,19.91,5293.5
2024-01-11 06:00:00,24738.2,33.17,3783.5
2024-01-11 07:00:00,30351.9,51.38,3972.5
2024-01-11 08:00:00,33205.6,56.6,2904.5
2024-01-11 09:00:00,30965.6,45.01,4089.5
2024-01-11 10:00:00,29247.2,33.49,5413.5
2024-01-11 11:00:00,26994.9,25.55,7402.5
2024-01-11 12:00:00,25742.0,9.03,7833.0
2024-01-11 13:00:00,24446.3,20.48,7421.0
2024-01-11 14:00:00,26085.1,21.11,6613.0
2024-01-11 15:00:00,29215.4,44.3,5565.5
2024-01-11 16:00:00,32335.5,55.8,4018.5
2024-01-11 17:00:00,34600.9,58.99,4202.5
2024-01-11 18:00:00,35760.8,67.44,3775.5
2024-01-11 19:00:00,34069.9,66.07,4085.5
2024-01-11 20:00:00,31966.7,49.4,4594.5
2024-01-11 21:00:00,28599.7,43.71,4025.0
2024-01-11 22:00:00,25763.0,41.23,3730.0
2024-01-11 23:00:00,23298.6,35.3,3883.5
2024-01-12 00:00:00,20415.4,16.35,4020.0
2024-01-12 01:00:00,19370.0,22.51,4250.5
2024-01-12 02:00:00,17511.5,17.04,3744.5
2024-01-12 03:00:00,16456.3,20.57,3632.0
2024-01-12 04:00:00,17130.4,22.39,3511.5
2024-01-12 05:00:00,20337.5,27.22,3549.5
2024-01-12 06:00:00,24849.9,33.4,3690.0
2024-01-12 07:00:00,29642.6,44.49,3510.5
2024-01-12 08:00:00,31734.4,60.8,2610.0
2024-01-12 09:00:00,32470.0,38.15,4186.5
2024-01-12 10:00:00,30067.5,51.08,5260.0
2024-01-12 11:00:00,26980.3,36.77,5847.0
2024-01-12 12:00:00,24774.3,21.5,6317.0
2024-01-12 13:00:00,24370.2,25.39,6168.5
2024-01-12 14:00:00,26617.1,28.39,6120.0
2024-01-12 15:00:00,28957.7,39.03,4719.0
2024-01-12 16:00:00,32318.4,49.04,4213.5
2024-01-12 17:00:00,33845.9,53.01,3417.0
2024-01-12 18:00:00,36287.6,64.42,3186.0
2024-01-12 19:00:00,34982.3,57.11,2209.5
2024-01-12 20:00:00,31509.0,51.15,3434.0
2024-01-12 21:00:00,28477.0,42.19,3738.5
2024-01-12 22:00:00,25744.2,46.53,3658.5
2024-01-12 23:00:00,23484.6,39.59,2966.0
2024-01-13 00:00:00,17537.3,17.19,4030.5
2024-01-13 01:00:00,16553.2,25.02,3405.0
2024-01-13 02:00:00,15123.2,18.57,3229.0
2024-01-13 03:00:00,14256.6,18.4,3887.0
2024-01-13 04:00:00,15201.2,19.43,4014.0
2024-01-13 05:00:00,16991.1,13.69,3759.0
2024-01-13 06:00:00,21751.0,32.78,3445.5
2024-01-13 07:00:00,25702.9,37.91,3698.0
2024-01-13 08:00:00,27737.2,50.04,3966.0
2024-01-13 09:00:00,27202.1,30.14,5677.5
2024-01-13 10:00:00,24851.0,28.0,6323.0
2024-01-13 11:00:00,23423.2,12.88,7263.5
2024-01-13 12:00:00,22340.1,24.36,7336.0
2024-01-13 13:00:00,21039.4,15.42,7317.0
2024-01-13 14:00:00,23016.3,19.43,6038.5
2024-01-13 15:00:00,24939.3,36.73,5002.0
2024-01-13 16:00:00,27855.3,49.37,4061.5
2024-01-13 17:00:00,29722.3,48.39,3676.0
2024-01-13 18:00:00,30942.0,48.0,3867.0
2024-01-13 19:00:00,30779.4,41.51,4858.5
2024-01-13 20:00:00,28085.6,35.76,5213.0
2024-01-13 21:00:00,25567.8,29.21,5254.0
2024-01-13 22:00:00,22674.7,34.01,4925.5
2024-01-13 23:00:00,20524.2,31.71,3969.5
2024-01-14 00:00:00,18051.7,17.31,3767.5
2024-01-14 01:00:00,16666.3,25.02,3378.0
2024-01-14 02:00:00,15349.0,14.93,3776.5
2024-01-14 03:00:00,14142.3,11.39,3690.0
2024-01-14 04:00:00,14868.3,17.85,3452.0
2024-01-14 05:00:00,17463.8,19.93,3960.5
2024-01-14 06:00:00,22123.7,23.59,3396.5
2024-01-14 07:00:00,25149.1,37.33,2790.0
2024-01-14 08:00:00,27902.2,40.85,1799.0
2024-01-14 09:00:00,27240.9,30.68,3437.0
2024-01-14 10:00:00,25938.1,26.77,4711.5
2024-01-14 11:00:00,23540.3,20.01,5722.0
2024-01-14 12:00:00,22341.4,12.45,5438.5
2024-01-14 13:00:00,21742.5,16.0,6007.5
2024-01-14 14:00:00,22157.2,19.33,5893.0
2024-01-14 15:00:00,25005.0,34.18,4491.0
2024-01-14 16:00:00,27355.1,43.74,2264.0
2024-01-14 17:00:00,29925.4,51.47,3008.0
2024-01-14 18:00:00,31761.5,56.91,2430.0
2024-01-14 19:00:00,30439.7,43.38,2819.5
2024-01-14 20:00:00,27514.4,50.79,2996.0
2024-01-14 21:00:00,24509.3,42.01,3134.5
2024-01-14 22:00:00,22263.1,30.6,3259.5
2024-01-14 23:00:00,19991.7,22.79,3360.0
2024-01-15 00:00:00,19989.5,30.45,3364.0
2024-01-15 01:00:00,19094.5,22.25,3275.5
2024-01-15 02:00:00,17704.1,17.17,3552.0
2024-01-15 03:00:00,16454.9,16.43,4096.5
2024-01-15 04:00:00,16463.9,22.54,4311.5
2024-01-15 05:00:00,20350.5,29.71,5315.0
2024-01-15 06:00:00,25050.6,41.46,5221.0
2024-01-15 07:00:00,29569.7,43.84,4380.5
2024-01-15 08:00:00,32424.0,49.33,4760.0
2024-01-15 09:00:00,30388.1,38.14,6792.0
2024-01-15 10:00:00,29000.1,27.88,7997.0
2024-01-15 11:00:00,26957.0,19.95,8793.0
2024-01-15 12:00:00,24371.0,14.86,8946.0
2024-01-15 13:00:00,25233.4,27.77,8565.5
2024-01-15 14:00:00,26191.6,23.14,7150.5
2024-01-15 15:00:00,29096.1,39.26,5566.5
2024-01-15 16:00:00,31688.2,53.7,3482.0
2024-01-15 17:00:00,35042.1,66.48,3813.0
2024-01-15 18:00:00,36221.2,61.53,3712.0
2024-01-15 19:00:00,34730.6,57.17,3141.0
2024-01-15 20:00:00,32029.7,47.56,3606.0
2024-01-15 21:00:00,28683.6,41.5,3322.5
2024-01-15 22:00:00,25211.7,37.4,3569.5
2024-01-15 23:00:00,23322.7,31.07,4104.5
2024-01-16 00:00:00,20118.2,26.47,3584.5
2024-01-16 01:00:00,19088.0,26.29,3918.5
2024-01-16 02:00:00,17638.7,17.64,4120.5
2024-01-16 03:00:00,16024.5,18.76,4031.0
2024-01-16 04:00:00,16994.0,22.43,4582.5
2024-01-16 05:00:00,20679.1,18.86,4235.0
2024-01-16 06:00:00,24709.7,37.0,3635.0
2024-01-16 07:00:00,28983.9,51.83,3368.0
2024-01-16 08:00:00,31708.0,53.26,3335.0
2024-01-16 09:00:00,31711.1,43.73,4650.0
2024-01-16 10:00:00,29223.3,39.73,5651.0
2024-01-16 11:00:00,27214.5,27.56,6464.0
2024-01-16 12:00:00,25248.5,27.22,7281.0
2024-01-16 13:00:00,24963.5,27.29,6317.0
2024-01-16 14:00:00,26227.3,39.61,5320.0
2024-01-16 15:00:00,29692.6,42.13,4375.0
2024-01-16 16:00:00,31818.8,53.62,3322.0
2024-01-16 17:00:00,33531.9,56.02,2368.0
2024-01-16 18:00:00,36456.4,63.59,2583.5
2024-01-16 19:00:00,34323.8,55.83,2227.5
2024-01-16 20:00:00,31924.2,60.41,1998.0
2024-01-16 21:00:00,29088.0,50.05,1919.5
2024-01-16 22:00:00,24893.6,39.89,2156.5
2024-01-16 23:00:00,22903.3,40.81,1484.5
2024-01-17 00:00:00,19651.4,37.06,1259.5
2024-01-17 01:00:00,18725.5,39.59,609.0
2024-01-17 02:00:00,17467.2,23.6,732.0
2024-01-17 03:00:00,16387.2,27.62,824.0
2024-01-17 04:00:00,17071.6,29.23,1257.0
2024-01-17 05:00:00,19772.0,27.92,2498.5
2024-01-17 06:00:00,24087.4,32.85,3357.5
2024-01-17 07:00:00,29327.0,50.67,3743.0
2024-01-17 08:00:00,31342.6,47.71,2903.0
2024-01-17 09:00:00,31484.3,45.77,4918.5
2024-01-17 10:00:00,29483.0,31.92,5945.5
2024-01-17 11:00:00,26699.0,26.91,6201.5
2024-01-17 12:00:00,25175.6,18.21,5217.5
2024-01-17 13:00:00,24700.9,20.03,5197.0
2024-01-17 14:00:00,26179.7,21.99,4978.5
2024-01-17 15:00:00,28346.2,51.4,3677.0
2024-01-17 16:00:00,31784.6,48.06,2118.0
2024-01-17 17:00:00,34622.4,64.7,1771.0
2024-01-17 18:00:00,35985.4,61.06,1587.0
2024-01-17 19:00:00,34306.9,48.84,2482.5
2024-01-17 20:00:00,32075.0,55.56,2338.5
2024-01-17 21:00:00,28372.5,56.95,2605.5
2024-01-17 22:00:00,25424.5,34.19,3774.0
2024-01-17 23:00:00,23597.5,40.78,4057.0
2024-01-18 00:00:00,19503.6,32.47,4173.0
2024-01-18 01:00:00,18554.6,18.58,3750.5
2024-01-18 02:00:00,16941.4,12.56,3696.5
2024-01-18 03:00:00,15666.6,13.91,3666.0
2024-01-18 04:00:00,16802.8,24.69,3415.0
2024-01-18 05:00:00,20396.4,19.27,3376.5
2024-01-18 06:00:00,24807.9,37.66,4053.5
2024-01-18 07:00:00,29345.8,46.71,3485.5
2024-01-18 08:00:00,32033.4,47.8,4022.0
2024-01-18 09:00:00,31843.5,40.18,6149.0
2024-01-18 10:00:00,29101.6,30.4,7193.5
2024-01-18 11:00:00,27143.8,24.92,7552.0
2024-01-18 12:00:00,24888.6,22.79,9208.5
2024-01-18 13:00:00,24270.4,13.42,9247.0
2024-01-18 14:00:00,25702.8,24.59,6965.5
2024-01-18 15:00:00,27970.6,38.08,5626.0
2024-01-18 16:00:00,31398.5,45.73,3706.5
2024-01-18 17:00:00,34283.4,63.91,3253.0
2024-01-18 18:00:00,35922.1,58.31,2680.5
2024-01-18 19:00:00,35348.1,62.86,2548.5
2024-01-18 20:00:00,31119.4,50.2,2877.0
2024-01-18 21:00:00,28610.7,46.12,2849.5
2024-01-18 22:00:00,25034.1,47.25,2722.0
2024-01-18 23:00:00,23438.1,36.84,2611.0
2024-01-19 00:00:00,20033.9,25.79,2544.5
2024-01-19 01:00:00,18374.3,21.13,2645.0
2024-01-19 02:00:00,17540.5,28.37,2749.5
2024-01-19 03:00:00,16062.5,21.84,2747.5
2024-01-19 04:00:00,16813.3,19.24,2824.5
2024-01-19 05:00:00,19815.1,33.19,2401.5
2024-01-19 06:00:00,24631.5,33.16,3387.0
2024-01-19 07:00:00,29400.9,42.94,3389.0
2024-01-19 08:00:00,31380.0,50.42,3122.5
2024-01-19 09:00:00,31326.8,43.83,4410.0
2024-01-19 10:00:00,29244.4,27.85,5701.5
2024-01-19 11:00:00,27088.4,24.19,6949.5
2024-01-19 12:00:00,24688.0,23.12,6989.5
2024-01-19 13:00:00,23997.3,20.11,6215.5
2024-01-19 14:00:00,26308.2,28.69,5818.5
2024-01-19 15:00:00,28419.3,34.26,4570.5
2024-01-19 16:00:00,32304.1,54.47,2973.5
2024-01-19 17:00:00,34612.7,61.0,2736.0
2024-01-19 18:00:00,35369.3,66.32,2785.5
2024-01-19 19:00:00,34585.0,57.73,2638.5
2024-01-19 20:00:00,32657.3,53.56,2822.5
2024-01-19 21:00:00,29283.6,50.22,2828.0
2024-01-19 22:00:00,25417.9,38.7,2872.5
2024-01-19 23:00:00,23292.0,36.88,3179.5
2024-01-20 00:00:00,17717.2,27.47,2287.0
2024-01-20 01:00:00,16202.5,16.32,2482.0
2024-01-20 02:00:00,15101.5,14.35,2225.0
2024-01-20 03:00:00,14074.2,14.95,1980.5
2024-01-20 04:00:00,14791.3,9.44,3040.5
2024-01-20 05:00:00,17273.5,31.22,2311.0
2024-01-20 06:00:00,21091.8,26.4,2159.0
2024-01-20 07:00:00,24585.8,41.23,3452.5
2024-01-20 08:00:00,26876.2,37.65,2905.0
2024-01-20 09:00:00,26890.7,39.09,5027.0
2024-01-20 10:00:00,25153.4,31.06,6065.0
2024-01-20 11:00:00,23742.4,12.47,7036.0
2024-01-20 12:00:00,21912.5,13.6,7537.5
2024-01-20 13:00:00,21008.7,20.93,6882.5
2024-01-20 14:00:00,22608.6,19.95,6614.0
2024-01-20 15:00:00,24657.0,33.14,5207.0
2024-01-20 16:00:00,27480.3,40.89,4552.0
2024-01-20 17:00:00,29975.9,49.36,4440.5
2024-01-20 18:00:00,31068.3,54.09,4034.5
2024-01-20 19:00:00,29732.2,48.64,2392.5
2024-01-20 20:00:00,27999.5,44.39,3062.5
2024-01-20 21:00:00,24244.8,34.12,3563.0
2024-01-20 22:00:00,22057.2,26.21,3290.5
2024-01-20 23:00:00,20969.4,32.64,3024.0
2024-01-21 00:00:00,17465.1,22.24,3225.5
2024-01-21 01:00:00,16735.7,25.64,3235.0
2024-01-21 02:00:00,15022.2,25.05,3174.0
2024-01-21 03:00:00,14178.8,12.84,3181.5
2024-01-21 04:00:00,14685.1,14.41,3191.5
2024-01-21 05:00:00,17418.5,21.11,2317.5
2024-01-21 06:00:00,21319.0,36.79,2892.0
2024-01-21 07:00:00,25496.3,33.63,2924.5
2024-01-21 08:00:00,26940.5,43.0,3185.5
2024-01-21 09:00:00,27302.1,31.18,4332.0
2024-01-21 10:00:00,25633.3,38.34,4149.0
2024-01-21 11:00:00,23160.4,26.25,5146.5
2024-01-21 12:00:00,21426.8,15.17,5981.0
2024-01-21 13:00:00,21425.9,25.37,6071.0
2024-01-21 14:00:00,22350.1,18.99,5449.5
2024-01-21 15:00:00,25114.9,32.63,4650.0
2024-01-21 16:00:00,26795.4,31.53,3396.5
2024-01-21 17:00:00,29693.1,51.09,2810.0
2024-01-21 18:00:00,29813.7,48.33,2278.5
2024-01-21 19:00:00,29165.7,48.19,1959.5
2024-01-21 20:00:00,28076.9,41.55,2553.5
2024-01-21 21:00:00,24957.1,34.06,2722.5
2024-01-21 22:00:00,21780.9,28.04,3524.5
2024-01-21 23:00:00,19695.4,31.57,3430.5
2024-01-22 00:00:00,19085.6,27.02,3227.5
2024-01-22 01:00:00,18646.2,20.46,3354.5
2024-01-22 02:00:00,17838.7,13.11,3336.5
2024-01-22 03:00:00,16234.4,28.03,3001.5
2024-01-22 04:00:00,16723.4,12.19,2164.5
2024-01-22 05:00:00,20178.1,33.56,2652.0
2024-01-22 06:00:00,24172.6,39.95,2326.0
2024-01-22 07:00:00,28938.9,46.07,2792.5
2024-01-22 08:00:00,31360.0,51.09,1898.0
2024-01-22 09:00:00,30978.4,51.42,2899.5
2024-01-22 10:00:00,29285.5,45.58,3841.0
2024-01-22 11:00:00,26567.1,37.45,4282.0
