log_date,source_ip,port,connection_count,blocked
2025-06-05,198.51.100.41,443,1,0
2025-06-05,198.51.100.42,443,1,0
2025-06-05,198.51.100.44,443,1,0
2025-06-05,198.51.100.45,443,1,0
2025-06-05,198.51.100.47,443,1,0
2025-06-05,198.51.100.48,443,1,0
2025-06-05,198.51.100.49,443,1,0
2025-06-05,198.51.100.5,443,1,0
2025-06-05,198.51.100.50,443,1,0
2025-06-05,198.51.100.51,443,1,0
2025-06-05,198.51.100.52,443,1,0
2025-06-05,198.51.100.53,443,1,0
2025-06-05,198.51.100.54,443,1,0
2025-06-05,198.51.100.55,443,1,0
2025-06-05,198.51.100.58,443,1,0
2025-06-05,198.51.100.59,443,1,0
2025-06-05,198.51.100.60,443,1,0
2025-06-05,198.51.100.61,443,1,0
2025-06-05,198.51.100.62,443,1,0
2025-06-05,198.51.100.63,443,1,0
2025-06-05,198.51.100.64,443,1,0
2025-06-05,198.51.100.65,443,1,0
2025-06-05,198.51.100.66,443,1,0
2025-06-05,198.51.100.67,443,1,0
2025-06-05,198.51.100.68,443,1,0
2025-06-05,198.51.100.69,443,1,0
2025-06-05,198.51.100.7,443,1,0
2025-06-05,198.51.100.70,443,1,0
2025-06-05,198.51.100.71,443,1,0
2025-06-05,198.51.100.72,443,1,0
2025-06-05,198.51.100.73,443,1,0
2025-06-05,198.51.100.74,443,1,0
2025-06-05,198.51.100.75,443,1,0
2025-06-05,198.51.100.76,443,1,0
2025-06-05,198.51.100.77,443,1,0
2025-06-05,198.51.100.78,443,1,0
2025-06-05,198.51.100.79,443,1,0
2025-06-05,198.51.100.8,443,1,0
2025-06-05,198.51.100.80,443,1,0
2025-06-05,198.51.100.9,443,1,0
2025-06-05,203.0.113.5,443,112,0
2025-06-06,198.51.100.1,443,1,0
2025-06-06,198.51.100.10,443,1,0
2025-06-06,198.51.100.11,443,1,0
2025-06-06,198.51.100.12,443,1,0
2025-06-06,198.51.100.14,443,1,0
2025-06-06,198.51.100.17,443,1,0
2025-06-06,198.51.100.18,443,1,0
2025-06-06,198.51.100.19,443,1,0
2025-06-06,198.51.100.2,443,1,0
2025-06-06,198.51.100.20,443,1,0
2025-06-06,198.51.100.21,443,1,0
2025-06-06,198.51.100.22,443,1,0
2025-06-06,198.51.100.23,443,2,0
2025-06-06,198.51.100.24,443,1,0
2025-06-06,198.51.100.25,443,1,0
2025-06-06,198.51.100.26,443,1,0
2025-06-06,198.51.100.27,443,1,0
2025-06-06,198.51.100.29,443,1,0
2025-06-06,198.51.100.3,443,1,0
2025-06-06,198.51.100.30,443,1,0
2025-06-06,198.51.100.31,443,1,0
2025-06-06,198.51.100.32,443,1,0
2025-06-06,198.51.100.33,443,1,0
2025-06-06,198.51.100.34,443,1,0
2025-06-06,198.51.100.36,443,1,0
2025-06-06,198.51.100.37,443,1,0
2025-06-06,198.51.100.39,443,1,0
2025-06-06,198.51.100.4,443,1,0
2025-06-06,198.51.100.41,443,1,0
2025-06-06,198.51.100.42,443,1,0
2025-06-06,198.51.100.43,443,1,0
2025-06-06,198.51.100.44,443,1,0
2025-06-06,198.51.100.46,443,1,0
2025-06-06,198.51.100.47,443,1,0
2025-06-06,198.51.100.48,443,1,0
2025-06-06,198.51.100.49,443,1,0
2025-06-06,198.51.100.5,443,1,0
2025-06-06,198.51.100.50,443,1,0
2025-06-06,198.51.100.51,443,1,0
2025-06-06,198.51.100.52,443,1,0
2025-06-06,198.51.100.53,443,1,0
2025-06-06,198.51.100.54,443,1,0
2025-06-06,198.51.100.55,443,1,0
2025-06-06,198.51.100.56,443,1,0
2025-06-06,198.51.100.58,443,1,0
2025-06-06,198.51.100.59,443,1,0
2025-06-06,198.51.100.6,443,1,0
2025-06-06,198.51.100.60,443,1,0
2025-06-06,198.51.100.61,443,1,0
2025-06-06,198.51.100.62,443,1,0
2025-06-06,198.51.100.63,443,1,0
2025-06-06,198.51.100.64,443,1,0
2025-06-06,198.51.100.65,443,1,0
2025-06-06,198.51.100.67,443,1,0
2025-06-06,198.51.100.68,443,1,0
2025-06-06,198.51.100.69,443,1,0
2025-06-06,198.51.100.7,443,1,0
2025-06-06,198.51.100.70,443,1,0
2025-06-06,198.51.100.71,443,1,0
2025-06-06,198.51.100.72,443,1,0
2025-06-06,198.51.100.73,443,1,0
2025-06-06,198.51.100.74,443,1,0
2025-06-06,198.51.100.75,443,1,0
2025-06-06,198.51.100.77,443,1,0
2025-06-06,198.51.100.78,443,1,0
2025-06-06,198.51.100.79,443,1,0
2025-06-06,198.51.100.9,443,1,0
2025-06-06,203.0.113.5,443,103,0
2025-06-07,198.51.100.10,443,1,0
2025-06-07,198.51.100.12,443,1,0
2025-06-07,198.51.100.17,443,1,0
2025-06-07,198.51.100.18,443,1,0
2025-06-07,198.51.100.19,443,1,0
2025-06-07,198.51.100.21,443,1,0
2025-06-07,198.51.100.24,443,1,0
2025-06-07,198.51.100.26,443,1,0
2025-06-07,198.51.100.27,443,1,0
2025-06-07,198.51.100.28,443,1,0
2025-06-07,198.51.100.29,443,1,0
2025-06-07,198.51.100.4,443,1,0
2025-06-07,198.51.100.40,443,1,0
2025-06-07,198.51.100.42,443,1,0
2025-06-07,198.51.100.46,443,1,0
2025-06-07,198.51.100.49,443,1,0
2025-06-07,198.51.100.52,443,1,0
2025-06-07,198.51.100.53,443,1,0
2025-06-07,198.51.100.56,443,1,0
2025-06-07,198.51.100.60,443,1,0
2025-06-07,198.51.100.61,443,1,0
2025-06-07,198.51.100.63,443,1,0
2025-06-07,198.51.100.64,443,1,0
2025-06-07,198.51.100.66,443,1,0
2025-06-07,198.51.100.69,443,1,0
2025-06-07,198.51.100.7,443,1,0
2025-06-07,198.51.100.70,443,1,0
2025-06-07,198.51.100.73,443,1,0
2025-06-07,198.51.100.75,443,1,0
2025-06-07,198.51.100.78,443,1,0
2025-06-07,198.51.100.9,443,1,0
2025-06-07,203.0.113.5,443,43,0
2025-06-08,198.51.100.15,443,1,0
2025-06-08,198.51.100.17,443,1,0
2025-06-08,198.51.100.19,443,1,0
2025-06-08,198.51.100.23,443,1,0
2025-06-08,198.51.100.25,443,1,0
2025-06-08,198.51.100.27,443,1,0
2025-06-08,198.51.100.3,443,1,0
2025-06-08,198.51.100.38,443,1,0
2025-06-08,198.51.100.39,443,1,0
2025-06-08,198.51.100.40,443,1,0
2025-06-08,198.51.100.45,443,1,0
2025-06-08,198.51.100.46,443,1,0
2025-06-08,198.51.100.47,443,1,0
2025-06-08,198.51.100.49,443,1,0
2025-06-08,198.51.100.53,443,1,0
2025-06-08,198.51.100.54,443,1,0
2025-06-08,198.51.100.55,443,1,0
2025-06-08,198.51.100.56,443,1,0
2025-06-08,198.51.100.62,443,1,0
2025-06-08,198.51.100.65,443,1,0
2025-06-08,198.51.100.66,443,1,0
2025-06-08,198.51.100.68,443,1,0
2025-06-08,198.51.100.69,443,1,0
2025-06-08,198.51.100.7,443,1,0
2025-06-08,198.51.100.70,443,1,0
2025-06-08,198.51.100.73,443,1,0
2025-06-08,198.51.100.77,443,1,0
2025-06-08,198.51.100.78,443,1,0
2025-06-08,203.0.113.5,443,45,0
2025-06-09,198.51.100.1,443,1,0
2025-06-09,198.51.100.10,443,1,0
2025-06-09,198.51.100.11,443,1,0
2025-06-09,198.51.100.13,443,1,0
2025-06-09,198.51.100.14,443,1,0
2025-06-09,198.51.100.15,443,1,0
2025-06-09,198.51.100.16,443,1,0
2025-06-09,198.51.100.17,443,2,0
2025-06-09,198.51.100.18,443,1,0
2025-06-09,198.51.100.19,443,1,0
2025-06-09,198.51.100.2,443,1,0
2025-06-09,198.51.100.20,443,1,0
2025-06-09,198.51.100.21,443,1,0
2025-06-09,198.51.100.22,443,1,0
2025-06-09,198.51.100.23,443,1,0
2025-06-09,198.51.100.24,443,1,0
2025-06-09,198.51.100.27,443,1,0
2025-06-09,198.51.100.29,443,1,0
2025-06-09,198.51.100.3,443,1,0
2025-06-09,198.51.100.30,443,1,0
2025-06-09,198.51.100.31,443,1,0
2025-06-09,198.51.100.32,443,1,0
2025-06-09,198.51.100.33,443,1,0
2025-06-09,198.51.100.34,443,2,0
2025-06-09,198.51.100.35,443,1,0
2025-06-09,198.51.100.36,443,1,0
2025-06-09,198.51.100.37,443,1,0
2025-06-09,198.51.100.38,443,1,0
2025-06-09,198.51.100.39,443,1,0
2025-06-09,198.51.100.4,443,2,0
2025-06-09,198.51.100.41,443,1,0
2025-06-09,198.51.100.42,443,1,0
2025-06-09,198.51.100.43,443,1,0
2025-06-09,198.51.100.44,443,1,0
2025-06-09,198.51.100.45,443,1,0
2025-06-09,198.51.100.48,443,1,0
2025-06-09,198.51.100.49,443,1,0
2025-06-09,198.51.100.5,443,1,0
2025-06-09,198.51.100.50,443,1,0
2025-06-09,198.51.100.51,443,1,0
2025-06-09,198.51.100.52,443,1,0
2025-06-09,198.51.100.55,443,1,0
2025-06-09,198.51.100.56,443,1,0
2025-06-09,198.51.100.58,443,1,0
2025-06-09,198.51.100.59,443,1,0
2025-06-09,198.51.100.6,443,1,0
2025-06-09,198.51.100.60,443,1,0
2025-06-09,198.51.100.61,443,1,0
2025-06-09,198.51.100.62,443,1,0
2025-06-09,198.51.100.63,443,1,0
2025-06-09,198.51.100.64,443,1,0
2025-06-09,198.51.100.65,443,1,0
2025-06-09,198.51.100.67,443,1,0
2025-06-09,198.51.100.68,443,1,0
2025-06-09,198.51.100.7,443,1,0
2025-06-09,198.51.100.70,443,1,0
2025-06-09,198.51.100.71,443,1,0
2025-06-09,198.51.100.72,443,1,0
2025-06-09,198.51.100.73,443,1,0
2025-06-09,198.51.100.74,443,1,0
2025-06-09,198.51.100.75,443,1,0
2025-06-09,198.51.100.76,443,1,0
2025-06-09,198.51.100.77,443,1,0
2025-06-09,198.51.100.78,443,1,0
2025-06-09,198.51.100.79,443,2,0
2025-06-09,198.51.100.8,443,1,0
2025-06-09,198.51.100.80,443,1,0
2025-06-09,198.51.100.9,443,1,0
2025-06-09,203.0.113.5,443,101,0
2025-06-10,185.220.100.186,443,45,0
2025-06-10,185.220.100.186,5900,7,1
2025-06-10,185.220.100.186,22,6,1
2025-06-10,198.51.100.1,443,1,0
2025-06-10,198.51.100.10,443,1,0
2025-06-10,198.51.100.11,443,1,0
2025-06-10,198.51.100.12,443,1,0
2025-06-10,198.51.100.13,443,1,0
2025-06-10,198.51.100.14,443,1,0
2025-06-10,198.51.100.15,443,1,0
2025-06-10,198.51.100.19,443,1,0
2025-06-10,198.51.100.2,443,1,0
2025-06-10,198.51.100.20,443,1,0
2025-06-10,198.51.100.22,443,1,0
2025-06-10,198.51.100.24,443,1,0
2025-06-10,198.51.100.25,443,1,0
2025-06-10,198.51.100.26,443,1,0
2025-06-10,198.51.100.27,443,1,0
2025-06-10,198.51.100.28,443,1,0
2025-06-10,198.51.100.29,443,1,0
2025-06-10,198.51.100.3,443,1,0
2025-06-10,198.51.100.30,443,1,0
2025-06-10,198.51.100.31,443,1,0
2025-06-10,198.51.100.32,443,1,0
2025-06-10,198.51.100.33,443,1,0
2025-06-10,198.51.100.34,443,1,0
2025-06-10,198.51.100.35,443,1,0
2025-06-10,198.51.100.36,443,1,0
2025-06-10,198.51.100.38,443,1,0
2025-06-10,198.51.100.39,443,1,0
2025-06-10,198.51.100.4,443,2,0
2025-06-10,198.51.100.40,443,1,0
2025-06-10,198.51.100.41,443,1,0
2025-06-10,198.51.100.42,443,1,0
2025-06-10,198.51.100.43,443,1,0
2025-06-10,198.51.100.44,443,1,0
2025-06-10,198.51.100.45,443,1,0
2025-06-10,198.51.100.46,443,1,0
2025-06-10,198.51.100.47,443,1,0
2025-06-10,198.51.100.48,443,1,0
2025-06-10,198.51.100.49,443,1,0
2025-06-10,198.51.100.5,443,1,0
2025-06-10,198.51.100.51,443,1,0
2025-06-10,198.51.100.52,443,1,0
2025-06-10,198.51.100.53,443,1,0
2025-06-10,198.51.100.54,443,2,0
2025-06-10,198.51.100.55,443,1,0
2025-06-10,198.51.100.56,443,1,0
2025-06-10,198.51.100.57,443,1,0
2025-06-10,198.51.100.58,443,1,0
2025-06-10,198.51.100.59,443,1,0
2025-06-10,198.51.100.6,443,1,0
2025-06-10,198.51.100.60,443,1,0
2025-06-10,198.51.100.61,443,1,0
2025-06-10,198.51.100.62,443,2,0
2025-06-10,198.51.100.63,443,1,0
2025-06-10,198.51.100.64,443,1,0
2025-06-10,198.51.100.65,443,1,0
2025-06-10,198.51.100.66,443,1,0
2025-06-10,198.51.100.67,443,1,0
2025-06-10,198.51.100.7,443,2,0
2025-06-10,198.51.100.70,443,1,0
2025-06-10,198.51.100.71,443,1,0
2025-06-10,198.51.100.72,443,1,0
2025-06-10,198.51.100.73,443,1,0
2025-06-10,198.51.100.74,443,1,0
2025-06-10,198.51.100.75,443,1,0
2025-06-10,198.51.100.77,443,1,0
2025-06-10,198.51.100.78,443,1,0
2025-06-10,198.51.100.8,443,1,0
2025-06-10,198.51.100.80,443,1,0
2025-06-10,198.51.100.9,443,1,0
2025-06-10,203.0.113.5,443,114,0
2025-06-11,198.51.100.10,443,1,0
2025-06-11,198.51.100.11,443,1,0
2025-06-11,198.51.100.12,443,1,0
2025-06-11,198.51.100.13,443,1,0
2025-06-11,198.51.100.14,443,1,0
2025-06-11,198.51.100.15,443,1,0
2025-06-11,198.51.100.16,443,1,0
2025-06-11,198.51.100.17,443,1,0
2025-06-11,198.51.100.18,443,1,0
2025-06-11,198.51.100.2,443,1,0
2025-06-11,198.51.100.20,443,1,0
2025-06-11,198.51.100.21,443,1,0
2025-06-11,198.51.100.22,443,1,0
2025-06-11,198.51.100.23,443,1,0
2025-06-11,198.51.100.24,443,1,0
2025-06-11,198.51.100.25,443,1,0
2025-06-11,198.51.100.26,443,1,0
2025-06-11,198.51.100.27,443,1,0
2025-06-11,198.51.100.28,443,1,0
2025-06-11,198.51.100.29,443,2,0
2025-06-11,198.51.100.3,443,1,0
2025-06-11,198.51.100.30,443,1,0
2025-06-11,198.51.100.31,443,1,0
2025-06-11,198.51.100.32,443,1,0
2025-06-11,198.51.100.33,443,1,0
2025-06-11,198.51.100.34,443,1,0
2025-06-11,198.51.100.35,443,1,0
2025-06-11,198.51.100.36,443,1,0
2025-06-11,198.51.100.37,443,1,0
2025-06-11,198.51.100.38,443,1,0
2025-06-11,198.51.100.39,443,1,0
2025-06-11,198.51.100.40,443,1,0
2025-06-11,198.51.100.42,443,1,0
2025-06-11,198.51.100.44,443,1,0
2025-06-11,198.51.100.45,443,1,0
2025-06-11,198.51.100.46,443,1,0
2025-06-11,198.51.100.47,443,1,0
2025-06-11,198.51.100.48,443,1,0
2025-06-11,198.51.100.49,443,1,0
2025-06-11,198.51.100.50,443,1,0
2025-06-11,198.51.100.51,443,1,0
2025-06-11,198.51.100.52,443,1,0
2025-06-11,198.51.100.53,443,1,0
2025-06-11,198.51.100.54,443,1,0
2025-06-11,198.51.100.56,443,1,0
2025-06-11,198.51.100.57,443,1,0
2025-06-11,198.51.100.58,443,1,0
2025-06-11,198.51.100.59,443,1,0
2025-06-11,198.51.100.6,443,1,0
2025-06-11,198.51.100.60,443,1,0
2025-06-11,198.51.100.61,443,1,0
2025-06-11,198.51.100.62,443,1,0
2025-06-11,198.51.100.63,443,1,0
2025-06-11,198.51.100.64,443,1,0
2025-06-11,198.51.100.65,443,1,0
2025-06-11,198.51.100.66,443,1,0
2025-06-11,198.51.100.67,443,1,0
2025-06-11,198.51.100.68,443,1,0
2025-06-11,198.51.100.69,443,1,0
2025-06-11,198.51.100.7,443,1,0
2025-06-11,198.51.100.70,443,1,0
2025-06-11,198.51.100.71,443,1,0
2025-06-11,198.51.100.72,443,1,0
2025-06-11,198.51.100.73,443,1,0
2025-06-11,198.51.100.74,443,1,0
2025-06-11,198.51.100.75,443,1,0
2025-06-11,198.51.100.76,443,1,0
2025-06-11,198.51.100.77,443,1,0
2025-06-11,198.51.100.78,443,1,0
2025-06-11,198.51.100.79,443,1,0
2025-06-11,198.51.100.8,443,1,0
2025-06-11,198.51.100.80,443,1,0
2025-06-11,198.51.100.9,443,1,0
2025-06-11,203.0.113.5,443,114,0
2025-06-12,198.51.100.1,443,1,0
2025-06-12,198.51.100.10,443,1,0
2025-06-12,198.51.100.11,443,1,0
2025-06-12,198.51.100.12,443,1,0
2025-06-12,198.51.100.13,443,1,0
2025-06-12,198.51.100.14,443,1,0
2025-06-12,198.51.100.15,443,1,0
2025-06-12,198.51.100.16,443,2,0
2025-06-12,198.51.100.17,443,2,0
2025-06-12,198.51.100.18,443,1,0
2025-06-12,198.51.100.19,443,1,0
2025-06-12,198.51.100.2,443,1,0
2025-06-12,198.51.100.21,443,1,0
2025-06-12,198.51.100.22,443,1,0
2025-06-12,198.51.100.23,443,1,0
2025-06-12,198.51.100.25,443,1,0
2025-06-12,198.51.100.26,443,1,0
