order_id,customer_id,order_date,order_amount
O000075,C1007,2024-04-13,1109.85
O000076,C1007,2024-08-21,2747.6
O000077,C1007,2024-09-08,1451.42
O000078,C1007,2024-09-21,2016.83
O000079,C1007,2024-11-12,886.2
O000080,C1007,2025-05-30,2009.56
O000081,C1007,2025-06-07,1179.86
O000082,C1007,2025-07-14,3072.38
O000083,C1007,2025-10-15,1519.87
O000084,C1008,2024-02-08,1400.26
O000085,C1008,2024-02-28,5536.85
O000086,C1008,2024-06-08,1040.25
O000087,C1008,2024-07-02,3254.76
O000088,C1008,2024-07-24,3372.87
O000089,C1008,2024-07-25,1669.55
O000090,C1008,2024-10-24,2022.02
O000091,C1008,2024-11-25,1064.67
O000092,C1008,2024-12-13,1405.75
O000093,C1008,2025-07-03,1885.08
O000094,C1008,2025-08-24,1584.23
O000095,C1009,2024-04-07,1666.43
O000096,C1009,2024-06-07,2366.59
O000097,C1009,2024-07-14,4291.34
O000098,C1009,2024-08-01,2400.85
O000099,C1009,2024-09-13,2494.07
O000100,C1009,2024-09-21,2820.06
O000101,C1009,2025-03-08,2638.69
O000102,C1009,2025-06-27,2151.97
O000103,C1009,2025-08-14,2904.39
O000104,C1009,2025-09-24,3341.53
O000105,C1010,2024-01-10,15860.17
O000106,C1010,2024-06-16,7880.24
O000107,C1010,2024-08-27,16377.91
O000108,C1010,2024-11-15,15469.91
O000109,C1010,2024-12-26,6767.55
O000110,C1010,2025-01-31,7904.9
O000111,C1010,2025-05-27,12661.31
O000112,C1010,2025-06-29,8616.5
O000113,C1010,2025-07-16,4634.04
O000114,C1010,2025-10-01,14715.91
O000115,C1010,2025-10-14,14007.74
O000116,C1011,2024-03-29,2748.07
O000117,C1011,2024-04-02,5224.97
O000118,C1011,2024-09-23,3315.15
O000119,C1011,2024-11-21,1293.08
O000120,C1011,2025-05-08,4630.78
O000121,C1011,2025-07-12,3333.23
O000122,C1011,2025-10-12,4305.96
O000123,C1011,2025-11-04,4315.29
O000124,C1012,2024-02-09,868.08
O000125,C1012,2024-03-07,1864.23
O000126,C1012,2024-06-07,2201.8
O000127,C1012,2024-07-22,4288.6
O000128,C1012,2024-09-23,3205.06
O000129,C1012,2025-02-23,4240.32
O000130,C1012,2025-05-24,3420.42
O000131,C1012,2025-06-29,2629.91
O000132,C1012,2025-09-24,1915.54
O000133,C1012,2025-10-04,3302.68
O000134,C1012,2025-12-17,2157.72
O000135,C1013,2024-03-16,9976.09
O000136,C1013,2024-03-27,12479.55
O000137,C1013,2024-07-12,4752.65
O000138,C1013,2025-02-24,18188.92
O000139,C1013,2025-03-13,11708.18
O000140,C1013,2025-04-11,10233.11
O000141,C1013,2025-04-15,10770.06
O000142,C1013,2025-08-14,9431.49
O000143,C1013,2025-11-14,15769.31
O000144,C1013,2025-11-18,13044.42
O000145,C1013,2025-11-21,5684.32
O000146,C1013,2025-12-13,13839.99
O000147,C1013,2025-12-20,21852.84
O000148,C1014,2024-01-20,28549.13
O000149,C1014,2024-01-25,40669.0
O000150,C1014,2024-02-01,76456.67
O000151,C1014,2024-03-08,47465.77
O000152,C1014,2024-03-29,62421.91
O000153,C1014,2024-04-15,16150.47
O000154,C1014,2024-04-19,65205.42
O000155,C1014,2024-04-23,59550.0
O000156,C1014,2024-05-02,76581.21
O000157,C1014,2024-07-05,34140.38
O000158,C1014,2024-07-08,24054.28
O000159,C1014,2024-08-22,63338.39
O000160,C1014,2024-08-22,33105.66
O000161,C1014,2024-09-07,109404.72
O000162,C1014,2024-12-02,17177.96
O000163,C1014,2024-12-16,42059.5
O000164,C1014,2024-12-17,59216.62
O000165,C1014,2024-12-19,27970.22
O000166,C1014,2025-01-30,66185.29
O000167,C1014,2025-02-06,86586.03
O000168,C1014,2025-02-27,34775.5
O000169,C1014,2025-03-30,85211.82
O000170,C1014,2025-03-30,48462.98
O000171,C1014,2025-04-01,43167.89
O000172,C1014,2025-04-08,79668.94
O000173,C1014,2025-05-06,62033.27
O000174,C1014,2025-06-15,61114.27
O000175,C1014,2025-07-03,107121.85
O000176,C1014,2025-07-05,46133.78
O000177,C1014,2025-07-19,59587.08
O000178,C1014,2025-10-03,60588.44
O000179,C1014,2025-10-05,38967.67
O000180,C1014,2025-12-08,48708.83
O000181,C1014,2025-12-13,23459.9
O000182,C1014,2025-12-17,73349.48
O000183,C1015,2024-01-29,6266.65
O000184,C1015,2024-09-07,600.6
O000185,C1015,2025-01-19,1272.85
O000186,C1015,2025-04-15,1292.01
O000187,C1015,2025-09-01,6278.44
O000188,C1015,2025-11-11,2218.62
O000189,C1016,2024-01-07,4069.37
O000190,C1016,2024-02-07,1541.21
O000191,C1016,2024-07-16,3843.68
O000192,C1016,2024-12-10,1416.39
O000193,C1016,2024-12-18,425.36
O000194,C1016,2025-06-04,3411.37
O000195,C1016,2025-07-02,1502.15
O000196,C1016,2025-07-03,3079.05
O000197,C1017,2024-03-22,76673.35
O000198,C1017,2024-06-16,128059.07
O000199,C1017,2024-06-22,98718.17
O000200,C1017,2024-06-23,37989.11
O000201,C1017,2024-08-05,70380.9
O000202,C1017,2024-08-21,49107.02
O000203,C1017,2024-11-04,29309.94
O000204,C1017,2024-12-30,41594.26
O000205,C1017,2025-03-13,70358.35
O000206,C1017,2025-03-22,43727.28
O000207,C1017,2025-03-28,59685.48
O000208,C1017,2025-03-31,68825.86
O000209,C1017,2025-05-06,54575.23
O000210,C1017,2025-05-10,42359.92
O000211,C1017,2025-05-30,31021.03
O000212,C1017,2025-07-30,26077.56
O000213,C1017,2025-09-04,65448.11
O000214,C1017,2025-09-07,130074.93
O000215,C1017,2025-09-15,33825.59
O000216,C1017,2025-09-16,72988.14
O000217,C1017,2025-09-28,78839.07
O000218,C1017,2025-11-05,33454.18
O000219,C1017,2025-11-13,78561.08
O000220,C1017,2025-11-21,57255.08
O000221,C1018,2024-05-09,4169.19
O000222,C1018,2024-06-26,1717.83
O000223,C1018,2024-07-23,6227.34
O000224,C1018,2024-09-28,2055.72
O000225,C1018,2025-11-18,1446.25
O000226,C1018,2025-12-29,1646.13
O000227,C1019,2024-01-05,1395.07
O000228,C1019,2024-06-18,1600.57
O000229,C1019,2024-09-06,7251.7
O000230,C1019,2024-10-11,2824.27
O000231,C1019,2025-03-01,1095.89
O000232,C1019,2025-03-09,2550.24
O000233,C1019,2025-05-31,4964.18
O000234,C1019,2025-07-01,3965.38
O000235,C1020,2024-02-27,4250.8
O000236,C1020,2024-05-20,3405.78
O000237,C1020,2024-06-20,786.41
O000238,C1020,2024-10-11,1636.48
O000239,C1020,2024-11-23,1498.81
O000240,C1020,2024-11-29,3828.99
O000241,C1020,2025-02-09,1897.1
O000242,C1021,2024-11-14,5764.07
O000243,C1021,2025-01-21,1185.91
O000244,C1021,2025-03-08,1688.74
O000245,C1021,2025-06-04,3299.57
O000246,C1022,2024-01-04,27129.76
O000247,C1022,2024-02-11,9522.17
O000248,C1022,2024-03-18,17945.41
O000249,C1022,2024-03-27,9532.95
O000250,C1022,2024-06-09,5545.45
O000251,C1022,2024-06-20,8922.13
O000252,C1022,2024-08-22,16941.26
O000253,C1022,2024-09-10,10853.24
O000254,C1022,2024-09-25,18339.51
O000255,C1022,2025-01-26,10183.24
O000256,C1022,2025-05-16,7996.71
O000257,C1022,2025-08-10,9625.6
O000258,C1022,2025-08-25,11205.18
O000259,C1022,2025-12-02,8306.97
O000260,C1022,2025-12-28,16594.48
O000261,C1023,2024-03-25,2913.85
O000262,C1023,2024-04-23,2088.66
O000263,C1023,2024-07-22,1345.19
O000264,C1023,2024-07-29,1480.19
O000265,C1023,2024-08-24,1074.86
O000266,C1023,2024-10-01,2029.09
O000267,C1023,2024-11-10,2742.15
O000268,C1023,2024-12-15,2887.1
O000269,C1023,2025-03-08,2807.16
O000270,C1023,2025-03-11,4634.94
O000271,C1023,2025-11-05,1959.5
O000272,C1023,2025-12-25,813.41
O000273,C1024,2024-01-16,25443.65
O000274,C1024,2024-02-08,100778.32
O000275,C1024,2024-03-05,47001.71
O000276,C1024,2024-05-26,65930.23
O000277,C1024,2024-06-24,35305.34
O000278,C1024,2024-07-22,42639.27
O000279,C1024,2024-09-03,51344.94
O000280,C1024,2024-09-13,59799.96
O000281,C1024,2024-09-14,47868.28
O000282,C1024,2024-09-27,60421.69
O000283,C1024,2024-12-23,34406.88
O000284,C1024,2025-01-05,85744.07
O000285,C1024,2025-01-25,37796.18
O000286,C1024,2025-02-01,77038.28
O000287,C1024,2025-03-15,73594.52
O000288,C1024,2025-04-16,116543.89
O000289,C1024,2025-05-11,42328.88
O000290,C1024,2025-06-19,37718.38
O000291,C1024,2025-07-03,38288.38
O000292,C1024,2025-07-03,58266.31
O000293,C1024,2025-07-31,108815.27
O000294,C1024,2025-08-19,52030.76
O000295,C1024,2025-09-13,104366.09
O000296,C1024,2025-09-24,30443.57
O000297,C1024,2025-11-06,40786.85
O000298,C1024,2025-11-22,71255.24
O000299,C1024,2025-11-26,45664.77
O000300,C1024,2025-12-27,39545.6
O000301,C1025,2024-04-17,2382.86
O000302,C1025,2024-06-12,1772.51
O000303,C1025,2025-01-09,1717.86
O000304,C1025,2025-05-19,1057.77
O000305,C1025,2025-06-13,4766.47
O000306,C1026,2024-01-20,5069.77
O000307,C1026,2024-02-12,2880.67
O000308,C1026,2024-02-20,844.87
O000309,C1026,2024-04-24,2934.58
O000310,C1026,2024-06-27,6053.39
O000311,C1026,2024-10-01,5428.5
O000312,C1026,2025-01-04,1038.13
O000313,C1026,2025-09-06,4207.07
O000314,C1026,2025-11-16,1562.75
O000315,C1026,2025-12-26,1484.34
O000316,C1027,2024-01-05,7855.96
O000317,C1027,2024-09-24,17495.03
O000318,C1027,2025-04-23,9055.44
O000319,C1027,2025-05-03,18611.63
O000320,C1027,2025-06-02,14092.96
O000321,C1027,2025-07-03,5679.78
O000322,C1027,2025-07-17,31046.21
O000323,C1027,2025-10-28,15202.19
O000324,C1027,2025-10-29,10632.9
O000325,C1027,2025-12-13,12582.19
O000326,C1027,2025-12-27,5699.07
O000327,C1028,2024-01-13,40458.96
O000328,C1028,2024-04-17,55626.23
O000329,C1028,2024-04-28,46847.86
O000330,C1028,2024-05-01,80535.04
O000331,C1028,2024-05-08,59119.1
O000332,C1028,2024-10-13,45674.27
O000333,C1028,2024-12-14,37089.16
O000334,C1028,2025-01-11,54256.34
O000335,C1028,2025-03-15,60529.91
O000336,C1028,2025-04-09,69413.55
O000337,C1028,2025-08-22,96800.76
O000338,C1028,2025-10-13,50455.06
O000339,C1028,2025-11-29,19944.88
O000340,C1028,2025-12-04,71497.22
O000341,C1028,2025-12-07,76220.46
O000342,C1029,2024-05-23,4236.14
O000343,C1029,2024-06-17,2129.95
O000344,C1029,2024-10-03,3941.9
O000345,C1029,2024-11-02,4018.93
O000346,C1029,2025-01-16,2442.01
O000347,C1029,2025-01-26,1991.25
O000348,C1029,2025-02-23,2039.5
O000349,C1029,2025-04-27,5402.04
O000350,C1029,2025-10-22,1271.26
O000351,C1030,2024-01-29,1994.01
O000352,C1030,2024-02-07,2045.0
O000353,C1030,2024-06-14,2962.07
O000354,C1030,2024-12-22,1673.87
O000355,C1030,2025-01-05,3882.64
O000356,C1030,2025-06-24,3526.48
O000357,C1030,2025-08-02,4352.23
O000358,C1031,2024-02-02,14747.48
O000359,C1031,2024-02-07,14332.09
O000360,C1031,2024-02-24,9271.36
O000361,C1031,2024-04-20,9054.17
O000362,C1031,2024-06-12,4214.92
O000363,C1031,2024-08-11,19511.32
O000364,C1031,2025-01-08,15750.78
O000365,C1031,2025-01-22,4688.76
O000366,C1031,2025-03-17,10651.52
O000367,C1031,2025-04-15,7795.2
O000368,C1031,2025-11-27,10538.16
O000369,C1031,2025-11-28,9191.03
O000370,C1031,2025-12-04,6769.65
O000371,C1032,2024-05-04,1447.61
O000372,C1032,2024-05-12,1462.62
O000373,C1033,2024-03-22,2738.98
O000374,C1033,2024-11-06,1832.37
O000375,C1033,2024-11-10,2000.38
O000376,C1033,2025-10-27,1581.13
O000377,C1033,2025-11-26,6818.92
O000378,C1033,2025-12-14,1896.89
O000379,C1034,2024-05-09,2143.85
O000380,C1034,2024-06-24,1674.17
O000381,C1034,2024-08-22,1372.16
O000382,C1034,2025-04-08,2479.45
O000383,C1035,2024-06-12,7785.92
O000384,C1035,2024-06-30,9894.5
O000385,C1035,2024-07-09,13277.79
O000386,C1035,2024-08-03,11184.36
O000387,C1035,2024-08-04,5407.66
O000388,C1035,2024-12-23,4892.89
O000389,C1035,2024-12-26,14090.78
O000390,C1035,2025-01-05,6651.58
O000391,C1035,2025-01-07,15812.03
O000392,C1035,2025-02-05,14323.69
O000393,C1035,2025-02-25,12003.0
O000394,C1035,2025-03-20,8353.15
O000395,C1035,2025-04-30,8230.88
O000396,C1035,2025-05-11,7373.94
O000397,C1035,2025-06-11,12541.33
O000398,C1035,2025-06-12,10086.58
O000399,C1035,2025-09-29,8461.29
O000400,C1035,2025-11-22,9112.32
O000401,C1035,2025-12-15,8274.59
O000402,C1036,2024-01-04,15176.36
O000403,C1036,2024-02-06,10501.25
O000404,C1036,2024-02-07,4490.07
O000405,C1036,2024-05-31,7244.65
O000406,C1036,2024-06-01,9117.2
O000407,C1036,2024-06-29,8789.05
O000408,C1036,2024-08-08,7404.02
O000409,C1036,2024-11-16,7401.34
O000410,C1036,2025-01-04,12203.38
O000411,C1036,2025-01-22,9224.62
O000412,C1036,2025-02-23,8663.64
O000413,C1036,2025-04-12,5915.9
O000414,C1036,2025-05-09,4902.24
O000415,C1036,2025-10-27,10263.59
O000416,C1036,2025-10-29,9115.97
O000417,C1036,2025-11-28,9282.14
O000418,C1037,2024-04-07,86571.26
O000419,C1037,2024-04-08,48673.99
O000420,C1037,2024-04-30,74577.38
O000421,C1037,2024-06-18,57974.16
O000422,C1037,2024-07-15,44867.1
O000423,C1037,2024-07-30,37686.99
O000424,C1037,2024-09-07,64286.13
O000425,C1037,2024-09-14,63751.14
O000426,C1037,2024-10-21,38829.08
O000427,C1037,2024-10-31,35245.16
O000428,C1037,2024-12-19,70762.79
O000429,C1037,2024-12-24,50618.2
O000430,C1037,2024-12-27,74073.81
O000431,C1037,2025-02-12,94482.09
O000432,C1037,2025-04-04,37296.42
O000433,C1037,2025-04-09,36234.0
O000434,C1037,2025-04-13,71595.21
O000435,C1037,2025-05-20,64945.96
O000436,C1037,2025-06-21,66221.26
O000437,C1037,2025-06-23,29821.26
O000438,C1037,2025-10-24,66261.16
O000439,C1038,2024-03-22,6060.44
O000440,C1038,2024-05-12,9652.55
O000441,C1038,2024-06-15,9325.67
O000442,C1038,2024-06-16,9156.39
O000443,C1038,2024-08-02,17881.28
O000444,C1038,2024-08-04,3416.28
O000445,C1038,2024-08-16,12235.09
O000446,C1038,2024-12-01,7829.7
O000447,C1038,2025-01-19,15688.96
O000448,C1038,2025-01-24,13853.12
O000449,C1038,2025-03-28,9666.18
O000450,C1038,2025-03-29,9857.28
O000451,C1038,2025-06-04,8409.7
O000452,C1038,2025-06-10,6342.94
O000453,C1038,2025-07-07,15739.23
O000454,C1038,2025-07-18,13791.11
O000455,C1038,2025-08-16,19863.23
O000456,C1038,2025-08-21,3855.42
O000457,C1038,2025-09-06,16774.53
O000458,C1038,2025-11-04,10539.02
O000459,C1038,2025-12-03,10053.67
O000460,C1038,2025-12-21,11455.71
O000461,C1038,2025-12-30,13124.57
O000462,C1039,2024-01-27,2224.36
O000463,C1039,2024-02-23,3508.9
O000464,C1039,2024-04-07,1693.14
O000465,C1039,2024-06-11,1878.24
O000466,C1039,2024-07-06,6144.95
O000467,C1039,2024-08-25,4843.7
O000468,C1039,2024-10-29,1693.71
O000469,C1039,2025-02-11,1940.26
O000470,C1039,2025-03-23,2359.24
O000471,C1040,2024-01-16,76836.4
O000472,C1040,2024-02-03,86679.67
O000473,C1040,2024-02-04,42706.32
O000474,C1040,2024-03-23,29937.4
O000475,C1040,2024-05-02,29782.46
O000476,C1040,2024-05-10,83399.56
O000477,C1040,2024-06-01,35856.33
O000478,C1040,2024-06-11,37148.73
O000479,C1040,2024-06-30,30430.18
O000480,C1040,2024-07-04,92991.87
O000481,C1040,2024-07-15,50582.04
O000482,C1040,2024-10-11,35773.9
O000483,C1040,2024-10-20,69142.93
O000484,C1040,2024-10-31,33391.69
O000485,C1040,2024-11-03,59065.03
O000486,C1040,2024-12-12,49209.62
O000487,C1040,2024-12-17,55639.41
O000488,C1040,2024-12-25,35370.02
O000489,C1040,2025-01-12,87247.79
O000490,C1040,2025-02-17,28382.18
O000491,C1040,2025-04-11,31581.08
O000492,C1040,2025-04-19,53946.11
O000493,C1040,2025-07-17,44248.21
O000494,C1040,2025-07-26,85994.77
O000495,C1040,2025-08-12,57346.13
O000496,C1040,2025-08-23,28829.02
O000497,C1040,2025-10-02,62870.51
O000498,C1040,2025-10-21,54023.24
O000499,C1040,2025-10-27,74157.12
O000500,C1040,2025-11-02,36029.66
O000501,C1040,2025-11-13,30521.04
O000502,C1040,2025-11-26,37620.77
O000503,C1041,2024-02-22,2475.08
O000504,C1041,2024-07-19,1593.41
O000505,C1041,2025-01-10,3058.82
O000506,C1041,2025-02-26,1225.51
O000507,C1041,2025-09-22,3078.54
O000508,C1042,2024-01-08,10717.36
O000509,C1042,2024-01-11,7693.2
O000510,C1042,2024-03-21,7061.43
O000511,C1042,2024-06-13,12454.58
O000512,C1042,2024-07-29,26899.7
O000513,C1042,2024-09-21,9403.08
O000514,C1042,2025-01-01,5253.68
O000515,C1042,2025-04-28,6422.53
O000516,C1042,2025-08-01,7330.57
O000517,C1042,2025-10-19,16820.8
O000518,C1042,2025-11-15,6475.08
O000519,C1042,2025-11-19,13880.22
O000520,C1043,2024-02-13,4048.24
O000521,C1043,2024-03-17,11491.79
O000522,C1043,2024-06-11,8446.94
O000523,C1043,2024-09-18,14772.41
O000524,C1043,2024-10-16,13076.88
O000525,C1043,2024-10-27,9080.24
O000526,C1043,2024-11-14,10159.59
O000527,C1043,2025-02-18,13157.94
O000528,C1043,2025-04-30,9111.09
O000529,C1043,2025-06-04,13635.92
O000530,C1043,2025-07-02,6694.58
O000531,C1043,2025-08-10,14147.33
O000532,C1043,2025-08-30,22826.36
O000533,C1043,2025-09-07,16196.19
O000534,C1043,2025-09-16,15085.1
O000535,C1043,2025-11-03,2166.11
O000536,C1044,2024-01-22,2614.66
O000537,C1044,2024-01-22,2165.49
O000538,C1044,2024-07-13,5199.14
O000539,C1044,2024-09-10,2260.43
O000540,C1044,2024-11-30,891.24
O000541,C1044,2024-12-01,5690.24
O000542,C1044,2024-12-08,1552.54
O000543,C1044,2025-04-19,4143.91
O000544,C1044,2025-09-27,5077.35
O000545,C1044,2025-10-15,5635.8
O000546,C1045,2024-03-11,18874.45
O000547,C1045,2024-03-15,5661.58
O000548,C1045,2024-04-07,12167.22
O000549,C1045,2024-05-05,11159.37
O000550,C1045,2024-09-04,8857.48
O000551,C1045,2024-10-18,7193.37
O000552,C1045,2024-11-27,9496.34
O000553,C1045,2024-12-08,8846.23
O000554,C1045,2025-01-30,32465.62
O000555,C1045,2025-02-18,4363.24
O000556,C1045,2025-03-11,13919.98
O000557,C1045,2025-05-19,10189.64
O000558,C1045,2025-07-10,7404.24
O000559,C1045,2025-09-09,10116.75
O000560,C1045,2025-10-16,5288.97
O000561,C1045,2025-12-04,9967.15
O000562,C1045,2025-12-21,13929.67
O000563,C1046,2024-01-03,2387.53
O000564,C1046,2024-01-19,1587.61
O000565,C1046,2024-02-19,2827.55
O000566,C1046,2024-08-01,2308.76
O000567,C1046,2024-09-20,2281.24
O000568,C1046,2025-05-07,2971.82
O000569,C1046,2025-06-02,4761.38
O000570,C1046,2025-10-13,2083.2
O000571,C1046,2025-10-24,2245.22
O000572,C1047,2024-02-06,3627.01
O000573,C1047,2024-02-23,1075.86
O000574,C1047,2024-09-07,1955.12
O000575,C1047,2025-04-17,3646.42
O000576,C1047,2025-07-05,3983.9
O000577,C1047,2025-09-13,1980.57
O000578,C1047,2025-10-10,1840.66
O000579,C1048,2024-04-02,3066.93
O000580,C1048,2024-05-09,1846.61
O000581,C1048,2024-07-17,2510.72
O000582,C1048,2025-09-09,2304.05
O000583,C1049,2024-01-05,10613.43
O000584,C1049,2024-01-23,11451.21
O000585,C1049,2024-03-10,10439.34
O000586,C1049,2024-03-12,6770.3
O000587,C1049,2024-03-27,11816.13
O000588,C1049,2024-05-25,6980.31
O000589,C1049,2024-05-27,9811.27
O000590,C1049,2024-06-09,6235.47
O000591,C1049,2024-07-13,7832.51
O000592,C1049,2024-08-05,18963.44
O000593,C1049,2024-08-20,6610.76
O000594,C1049,2024-10-07,11715.72
O000595,C1049,2024-10-17,12383.02
O000596,C1049,2025-01-13,7343.26
O000597,C1049,2025-03-13,37847.91
O000598,C1049,2025-08-06,11738.89
O000599,C1049,2025-09-06,14849.77
O000600,C1049,2025-11-02,16044.51
O000601,C1049,2025-12-03,5206.92
O000602,C1049,2025-12-10,16664.86
O000603,C1050,2024-03-06,2139.52
O000604,C1050,2024-05-24,891.38
O000605,C1050,2024-06-19,1603.81
O000606,C1050,2024-12-11,3911.89
O000607,C1050,2024-12-22,3975.8
O000608,C1050,2025-05-23,2780.92
O000609,C1050,2025-11-04,1044.62
O000610,C1050,2025-12-29,1382.6
O000611,C1051,2024-01-08,71755.59
O000612,C1051,2024-02-26,32210.61
O000613,C1051,2024-03-12,58956.34
O000614,C1051,2024-03-19,60317.36
O000615,C1051,2024-03-23,55724.33
O000616,C1051,2024-03-25,47816.27
O000617,C1051,2024-04-04,55246.44
O000618,C1051,2024-05-04,31903.06
O000619,C1051,2024-05-15,35382.24
O000620,C1051,2024-05-15,40766.58
O000621,C1051,2024-06-19,37539.21
O000622,C1051,2024-09-17,24309.49
O000623,C1051,2024-11-06,100012.93
O000624,C1051,2024-11-19,42173.43
O000625,C1051,2024-12-13,31172.09
O000626,C1051,2024-12-23,38935.49
O000627,C1051,2025-02-14,63830.61
O000628,C1051,2025-03-22,91951.42
O000629,C1051,2025-05-01,46443.69
O000630,C1051,2025-05-29,17389.91
O000631,C1051,2025-06-15,51150.04
O000632,C1051,2025-07-30,68523.34
O000633,C1051,2025-08-12,59018.54
O000634,C1051,2025-08-26,36984.93
O000635,C1051,2025-09-08,46148.33
O000636,C1051,2025-09-09,81721.74
O000637,C1051,2025-09-09,67643.43
O000638,C1051,2025-10-05,40027.58
O000639,C1051,2025-10-14,30658.78
O000640,C1051,2025-10-17,61558.37
O000641,C1051,2025-10-17,44613.63
O000642,C1051,2025-11-19,58785.77
O000643,C1052,2024-03-05,2359.58
O000644,C1052,2024-08-04,2973.92
O000645,C1052,2024-10-30,6032.56
O000646,C1052,2025-02-13,2891.81
O000647,C1052,2025-02-20,1590.4
O000648,C1052,2025-09-13,2673.73
O000649,C1052,2025-10-02,6632.37
O000650,C1053,2024-01-03,10337.25
O000651,C1053,2024-01-30,11925.41
O000652,C1053,2024-03-05,10043.7
O000653,C1053,2024-04-24,17421.96
O000654,C1053,2024-05-10,8860.73
O000655,C1053,2024-09-20,5105.95
O000656,C1053,2024-10-08,5450.21
O000657,C1053,2024-11-03,10232.07
O000658,C1053,2024-11-23,15138.28
O000659,C1053,2025-01-12,16602.19
O000660,C1053,2025-02-09,9820.11
O000661,C1053,2025-03-31,14271.87
O000662,C1053,2025-04-08,25380.81
O000663,C1053,2025-04-13,12545.37
O000664,C1053,2025-07-23,12311.75
O000665,C1053,2025-09-10,11392.11
O000666,C1053,2025-10-21,11958.89
O000667,C1053,2025-10-28,13102.84
O000668,C1053,2025-12-23,6539.42
O000669,C1053,2025-12-24,22359.69
O000670,C1054,2024-01-30,8604.34
O000671,C1054,2024-02-11,10902.44
O000672,C1054,2024-03-07,7193.01
O000673,C1054,2024-05-31,9580.78
O000674,C1054,2024-08-23,9395.11
O000675,C1054,2024-10-27,9657.5
O000676,C1054,2024-11-22,6361.42
O000677,C1054,2024-11-25,10957.34
O000678,C1054,2024-11-29,7872.67
O000679,C1054,2024-11-29,8336.49
O000680,C1054,2025-01-12,10111.78
O000681,C1054,2025-03-22,21074.53
O000682,C1054,2025-03-26,12613.87
O000683,C1054,2025-05-07,9116.92
O000684,C1054,2025-05-20,7930.5
O000685,C1054,2025-08-25,19749.12
O000686,C1054,2025-09-04,10754.78
O000687,C1054,2025-11-22,20274.86
O000688,C1055,2024-03-22,3960.83
O000689,C1055,2024-04-29,932.18
O000690,C1055,2024-08-30,2844.92
O000691,C1055,2024-10-30,1839.9
O000692,C1055,2025-03-25,1580.79
O000693,C1055,2025-06-22,2006.54
O000694,C1056,2024-10-22,2454.22
O000695,C1056,2024-11-13,772.74
O000696,C1056,2025-06-22,1918.32
O000697,C1057,2024-01-24,21083.91
O000698,C1057,2024-01-28,9386.08
