week_ending,sku,on_hand_qty,reorder_point_current
2025-07-13,SKU-0002,0.0,222.0
2025-07-20,SKU-0002,248.0,222.0
2025-07-27,SKU-0002,199.0,222.0
2025-08-03,SKU-0002,135.0,222.0
2025-08-10,SKU-0002,81.0,222.0
2025-08-17,SKU-0002,2.0,222.0
2025-08-24,SKU-0002,0.0,222.0
2025-08-31,SKU-0002,0.0,222.0
2025-09-07,SKU-0002,0.0,222.0
2025-09-14,SKU-0002,0.0,222.0
2025-09-21,SKU-0002,224.0,222.0
2025-09-28,SKU-0002,181.0,222.0
2025-10-05,SKU-0002,105.0,222.0
2025-10-12,SKU-0002,67.0,222.0
2025-10-19,SKU-0002,0.0,222.0
2025-10-26,SKU-0002,0.0,222.0
2025-11-02,SKU-0002,0.0,222.0
2025-11-09,SKU-0002,181.0,222.0
2025-11-16,SKU-0002,132.0,222.0
2025-11-23,SKU-0002,28.0,222.0
2025-11-30,SKU-0002,0.0,222.0
2025-12-07,SKU-0002,0.0,222.0
2025-12-14,SKU-0002,0.0,222.0
2025-12-21,SKU-0002,0.0,222.0
2025-12-28,SKU-0002,204.0,222.0
2024-01-07,SKU-0003,375.6,186.0
2024-01-14,SKU-0003,326.6,186.0
2024-01-21,SKU-0003,262.6,186.0
2024-01-28,SKU-0003,224.6,186.0
2024-02-04,SKU-0003,159.6,186.0
2024-02-11,SKU-0003,117.6,186.0
2024-02-18,SKU-0003,83.6,186.0
2024-02-25,SKU-0003,27.6,186.0
2024-03-03,SKU-0003,0.0,186.0
2024-03-10,SKU-0003,173.6,186.0
2024-03-17,SKU-0003,128.6,186.0
2024-03-24,SKU-0003,60.6,186.0
2024-03-31,SKU-0003,14.6,186.0
2024-04-07,SKU-0003,208.2,186.0
2024-04-14,SKU-0003,150.2,186.0
2024-04-21,SKU-0003,124.2,186.0
2024-04-28,SKU-0003,63.2,186.0
2024-05-05,SKU-0003,22.2,186.0
2024-05-12,SKU-0003,0.0,186.0
2024-05-19,SKU-0003,0.0,186.0
2024-05-26,SKU-0003,212.6,186.0
2024-06-02,SKU-0003,169.6,186.0
2024-06-09,SKU-0003,90.6,186.0
2024-06-16,SKU-0003,0.0,186.0
2024-06-23,SKU-0003,0.0,186.0
2024-06-30,SKU-0003,0.0,186.0
2024-07-07,SKU-0003,0.0,186.0
2024-07-14,SKU-0003,0.0,186.0
2024-07-21,SKU-0003,0.0,186.0
2024-07-28,SKU-0003,0.0,186.0
2024-08-04,SKU-0003,0.0,186.0
2024-08-11,SKU-0003,0.0,186.0
2024-08-18,SKU-0003,174.6,186.0
2024-08-25,SKU-0003,129.6,186.0
2024-09-01,SKU-0003,92.6,186.0
2024-09-08,SKU-0003,35.6,186.0
2024-09-15,SKU-0003,0.0,186.0
2024-09-22,SKU-0003,0.0,186.0
2024-09-29,SKU-0003,0.0,186.0
2024-10-06,SKU-0003,0.0,186.0
2024-10-13,SKU-0003,0.0,186.0
2024-10-20,SKU-0003,0.0,186.0
2024-10-27,SKU-0003,0.0,186.0
2024-11-03,SKU-0003,0.0,186.0
2024-11-10,SKU-0003,135.6,186.0
2024-11-17,SKU-0003,66.6,186.0
2024-11-24,SKU-0003,0.0,186.0
2024-12-01,SKU-0003,0.0,186.0
2024-12-08,SKU-0003,0.0,186.0
2024-12-15,SKU-0003,186.6,186.0
2024-12-22,SKU-0003,94.6,186.0
2024-12-29,SKU-0003,0.0,186.0
2025-01-05,SKU-0003,0.0,186.0
2025-01-12,SKU-0003,0.0,186.0
2025-01-19,SKU-0003,0.0,186.0
2025-01-26,SKU-0003,0.0,186.0
2025-02-02,SKU-0003,0.0,186.0
2025-02-09,SKU-0003,0.0,186.0
2025-02-16,SKU-0003,0.0,186.0
2025-02-23,SKU-0003,172.6,186.0
2025-03-02,SKU-0003,112.6,186.0
2025-03-09,SKU-0003,76.6,186.0
2025-03-16,SKU-0003,10.6,186.0
2025-03-23,SKU-0003,0.0,186.0
2025-03-30,SKU-0003,0.0,186.0
2025-04-06,SKU-0003,0.0,186.0
2025-04-13,SKU-0003,185.6,186.0
2025-04-20,SKU-0003,115.6,186.0
2025-04-27,SKU-0003,55.6,186.0
2025-05-04,SKU-0003,0.0,186.0
2025-05-11,SKU-0003,0.0,186.0
2025-05-18,SKU-0003,0.0,186.0
2025-05-25,SKU-0003,160.6,186.0
2025-06-01,SKU-0003,97.6,186.0
2025-06-08,SKU-0003,31.6,186.0
2025-06-15,SKU-0003,207.2,186.0
2025-06-22,SKU-0003,165.2,186.0
2025-06-29,SKU-0003,118.2,186.0
2025-07-06,SKU-0003,20.2,186.0
2025-07-13,SKU-0003,0.0,186.0
2025-07-20,SKU-0003,0.0,186.0
2025-07-27,SKU-0003,0.0,186.0
2025-08-03,SKU-0003,0.0,186.0
2025-08-10,SKU-0003,0.0,186.0
2025-08-17,SKU-0003,0.0,186.0
2025-08-24,SKU-0003,0.0,186.0
2025-08-31,SKU-0003,212.6,186.0
2025-09-07,SKU-0003,116.6,186.0
2025-09-14,SKU-0003,64.6,186.0
2025-09-21,SKU-0003,28.6,186.0
2025-09-28,SKU-0003,0.0,186.0
2025-10-05,SKU-0003,0.0,186.0
2025-10-12,SKU-0003,0.0,186.0
2025-10-19,SKU-0003,202.6,186.0
2025-10-26,SKU-0003,127.6,186.0
2025-11-02,SKU-0003,0.0,186.0
2025-11-09,SKU-0003,0.0,186.0
2025-11-16,SKU-0003,0.0,186.0
2025-11-23,SKU-0003,0.0,186.0
2025-11-30,SKU-0003,0.0,186.0
2025-12-07,SKU-0003,0.0,186.0
2025-12-14,SKU-0003,0.0,186.0
2025-12-21,SKU-0003,160.6,186.0
2025-12-28,SKU-0003,86.6,186.0
2024-01-07,SKU-0004,371.8,211.0
2024-01-14,SKU-0004,332.8,211.0
2024-01-21,SKU-0004,272.8,211.0
2024-01-28,SKU-0004,50.8,211.0
2024-02-04,SKU-0004,13.8,211.0
2024-02-11,SKU-0004,0.0,211.0
2024-02-18,SKU-0004,0.0,211.0
2024-02-25,SKU-0004,0.0,211.0
2024-03-03,SKU-0004,0.0,211.0
2024-03-10,SKU-0004,0.0,211.0
2024-03-17,SKU-0004,0.0,211.0
2024-03-24,SKU-0004,0.0,211.0
2024-03-31,SKU-0004,0.0,211.0
2024-04-07,SKU-0004,168.8,211.0
2024-04-14,SKU-0004,152.8,211.0
2024-04-21,SKU-0004,95.8,211.0
2024-04-28,SKU-0004,55.8,211.0
2024-05-05,SKU-0004,0.0,211.0
2024-05-12,SKU-0004,0.0,211.0
2024-05-19,SKU-0004,0.0,211.0
2024-05-26,SKU-0004,0.0,211.0
2024-06-02,SKU-0004,182.8,211.0
2024-06-09,SKU-0004,112.8,211.0
2024-06-16,SKU-0004,49.8,211.0
2024-06-23,SKU-0004,255.6,211.0
2024-06-30,SKU-0004,136.6,211.0
2024-07-07,SKU-0004,55.6,211.0
2024-07-14,SKU-0004,2.6,211.0
2024-07-21,SKU-0004,0.0,211.0
2024-07-28,SKU-0004,0.0,211.0
2024-08-04,SKU-0004,218.8,211.0
2024-08-11,SKU-0004,174.8,211.0
2024-08-18,SKU-0004,125.8,211.0
2024-08-25,SKU-0004,77.8,211.0
2024-09-01,SKU-0004,60.8,211.0
2024-09-08,SKU-0004,0.0,211.0
2024-09-15,SKU-0004,0.0,211.0
2024-09-22,SKU-0004,0.0,211.0
2024-09-29,SKU-0004,0.0,211.0
2024-10-06,SKU-0004,194.8,211.0
2024-10-13,SKU-0004,110.8,211.0
2024-10-20,SKU-0004,89.8,211.0
2024-10-27,SKU-0004,307.6,211.0
2024-11-03,SKU-0004,198.6,211.0
2024-11-10,SKU-0004,15.6,211.0
2024-11-17,SKU-0004,0.0,211.0
2024-11-24,SKU-0004,0.0,211.0
2024-12-01,SKU-0004,0.0,211.0
2024-12-08,SKU-0004,252.8,211.0
2024-12-15,SKU-0004,147.8,211.0
2024-12-22,SKU-0004,66.8,211.0
2024-12-29,SKU-0004,0.0,211.0
2025-01-05,SKU-0004,0.0,211.0
2025-01-12,SKU-0004,0.0,211.0
2025-01-19,SKU-0004,0.0,211.0
2025-01-26,SKU-0004,212.8,211.0
2025-02-02,SKU-0004,169.8,211.0
2025-02-09,SKU-0004,106.8,211.0
2025-02-16,SKU-0004,40.8,211.0
2025-02-23,SKU-0004,271.6,211.0
2025-03-02,SKU-0004,204.6,211.0
2025-03-09,SKU-0004,147.6,211.0
2025-03-16,SKU-0004,64.6,211.0
2025-03-23,SKU-0004,272.4,211.0
2025-03-30,SKU-0004,228.4,211.0
2025-04-06,SKU-0004,182.4,211.0
2025-04-13,SKU-0004,42.4,211.0
2025-04-20,SKU-0004,265.2,211.0
2025-04-27,SKU-0004,167.2,211.0
2025-05-04,SKU-0004,91.2,211.0
2025-05-11,SKU-0004,43.2,211.0
2025-05-18,SKU-0004,0.0,211.0
2025-05-25,SKU-0004,0.0,211.0
2025-06-01,SKU-0004,0.0,211.0
2025-06-08,SKU-0004,194.8,211.0
2025-06-15,SKU-0004,159.8,211.0
2025-06-22,SKU-0004,111.8,211.0
2025-06-29,SKU-0004,50.8,211.0
2025-07-06,SKU-0004,0.0,211.0
2025-07-13,SKU-0004,260.8,211.0
2025-07-20,SKU-0004,183.8,211.0
2025-07-27,SKU-0004,135.8,211.0
2025-08-03,SKU-0004,56.8,211.0
2025-08-10,SKU-0004,5.8,211.0
2025-08-17,SKU-0004,0.0,211.0
2025-08-24,SKU-0004,0.0,211.0
2025-08-31,SKU-0004,0.0,211.0
2025-09-07,SKU-0004,0.0,211.0
2025-09-14,SKU-0004,201.8,211.0
2025-09-21,SKU-0004,155.8,211.0
2025-09-28,SKU-0004,70.8,211.0
2025-10-05,SKU-0004,7.8,211.0
2025-10-12,SKU-0004,0.0,211.0
2025-10-19,SKU-0004,0.0,211.0
2025-10-26,SKU-0004,217.8,211.0
2025-11-02,SKU-0004,96.8,211.0
2025-11-09,SKU-0004,13.8,211.0
2025-11-16,SKU-0004,0.0,211.0
2025-11-23,SKU-0004,0.0,211.0
2025-11-30,SKU-0004,0.0,211.0
2025-12-07,SKU-0004,0.0,211.0
2025-12-14,SKU-0004,0.0,211.0
2025-12-21,SKU-0004,204.8,211.0
2025-12-28,SKU-0004,138.8,211.0
2024-01-07,SKU-0005,344.8,163.0
2024-01-14,SKU-0005,275.8,163.0
2024-01-21,SKU-0005,231.8,163.0
2024-01-28,SKU-0005,213.8,163.0
2024-02-04,SKU-0005,174.8,163.0
2024-02-11,SKU-0005,155.8,163.0
2024-02-18,SKU-0005,111.8,163.0
2024-02-25,SKU-0005,90.8,163.0
2024-03-03,SKU-0005,68.8,163.0
2024-03-10,SKU-0005,22.8,163.0
2024-03-17,SKU-0005,0.0,163.0
2024-03-24,SKU-0005,0.0,163.0
2024-03-31,SKU-0005,151.8,163.0
2024-04-07,SKU-0005,5.8,163.0
2024-04-14,SKU-0005,0.0,163.0
2024-04-21,SKU-0005,0.0,163.0
2024-04-28,SKU-0005,0.0,163.0
2024-05-05,SKU-0005,180.8,163.0
2024-05-12,SKU-0005,137.8,163.0
2024-05-19,SKU-0005,116.8,163.0
2024-05-26,SKU-0005,21.8,163.0
2024-06-02,SKU-0005,0.0,163.0
2024-06-09,SKU-0005,184.8,163.0
2024-06-16,SKU-0005,143.8,163.0
2024-06-23,SKU-0005,122.8,163.0
2024-06-30,SKU-0005,82.8,163.0
2024-07-07,SKU-0005,4.8,163.0
2024-07-14,SKU-0005,0.0,163.0
2024-07-21,SKU-0005,0.0,163.0
2024-07-28,SKU-0005,0.0,163.0
2024-08-04,SKU-0005,0.0,163.0
2024-08-11,SKU-0005,116.8,163.0
2024-08-18,SKU-0005,78.8,163.0
2024-08-25,SKU-0005,46.8,163.0
2024-09-01,SKU-0005,0.0,163.0
2024-09-08,SKU-0005,0.0,163.0
2024-09-15,SKU-0005,0.0,163.0
2024-09-22,SKU-0005,0.0,163.0
2024-09-29,SKU-0005,93.8,163.0
2024-10-06,SKU-0005,32.8,163.0
2024-10-13,SKU-0005,0.0,163.0
2024-10-20,SKU-0005,0.0,163.0
2024-10-27,SKU-0005,0.0,163.0
2024-11-03,SKU-0005,0.0,163.0
2024-11-10,SKU-0005,0.0,163.0
2024-11-17,SKU-0005,0.0,163.0
2024-11-24,SKU-0005,0.0,163.0
2024-12-01,SKU-0005,0.0,163.0
2024-12-08,SKU-0005,162.8,163.0
2024-12-15,SKU-0005,147.8,163.0
2024-12-22,SKU-0005,59.8,163.0
2024-12-29,SKU-0005,0.0,163.0
2025-01-05,SKU-0005,0.0,163.0
2025-01-12,SKU-0005,156.8,163.0
2025-01-19,SKU-0005,95.8,163.0
2025-01-26,SKU-0005,77.8,163.0
2025-02-02,SKU-0005,11.8,163.0
2025-02-09,SKU-0005,145.6,163.0
2025-02-16,SKU-0005,100.6,163.0
2025-02-23,SKU-0005,62.6,163.0
2025-03-02,SKU-0005,213.4,163.0
2025-03-09,SKU-0005,194.4,163.0
2025-03-16,SKU-0005,149.4,163.0
2025-03-23,SKU-0005,290.2,163.0
2025-03-30,SKU-0005,268.2,163.0
2025-04-06,SKU-0005,190.2,163.0
2025-04-13,SKU-0005,154.2,163.0
2025-04-20,SKU-0005,139.2,163.0
2025-04-27,SKU-0005,96.2,163.0
2025-05-04,SKU-0005,285.0,163.0
2025-05-11,SKU-0005,229.0,163.0
2025-05-18,SKU-0005,204.0,163.0
2025-05-25,SKU-0005,121.0,163.0
2025-06-01,SKU-0005,89.0,163.0
2025-06-08,SKU-0005,31.0,163.0
2025-06-15,SKU-0005,0.0,163.0
2025-06-22,SKU-0005,0.0,163.0
2025-06-29,SKU-0005,0.0,163.0
2025-07-06,SKU-0005,163.8,163.0
2025-07-13,SKU-0005,125.8,163.0
2025-07-20,SKU-0005,101.8,163.0
2025-07-27,SKU-0005,13.8,163.0
2025-08-03,SKU-0005,0.0,163.0
2025-08-10,SKU-0005,176.8,163.0
2025-08-17,SKU-0005,121.8,163.0
2025-08-24,SKU-0005,310.6,163.0
2025-08-31,SKU-0005,282.6,163.0
2025-09-07,SKU-0005,251.6,163.0
2025-09-14,SKU-0005,191.6,163.0
2025-09-21,SKU-0005,133.6,163.0
2025-09-28,SKU-0005,100.6,163.0
2025-10-05,SKU-0005,22.6,163.0
2025-10-12,SKU-0005,0.0,163.0
2025-10-19,SKU-0005,0.0,163.0
2025-10-26,SKU-0005,0.0,163.0
2025-11-02,SKU-0005,0.0,163.0
2025-11-09,SKU-0005,157.8,163.0
2025-11-16,SKU-0005,75.8,163.0
2025-11-23,SKU-0005,13.8,163.0
2025-11-30,SKU-0005,0.0,163.0
2025-12-07,SKU-0005,186.8,163.0
2025-12-14,SKU-0005,56.8,163.0
2025-12-21,SKU-0005,17.8,163.0
2025-12-28,SKU-0005,0.0,163.0
2024-01-07,SKU-0006,1457.0,660.0
2024-01-14,SKU-0006,1226.0,660.0
2024-01-21,SKU-0006,898.0,660.0
2024-01-28,SKU-0006,603.0,660.0
2024-02-04,SKU-0006,351.0,660.0
2024-02-11,SKU-0006,278.0,660.0
2024-02-18,SKU-0006,169.0,660.0
2024-02-25,SKU-0006,41.0,660.0
2024-03-03,SKU-0006,812.0,660.0
2024-03-10,SKU-0006,495.0,660.0
2024-03-17,SKU-0006,300.0,660.0
2024-03-24,SKU-0006,125.0,660.0
2024-03-31,SKU-0006,0.0,660.0
2024-04-07,SKU-0006,0.0,660.0
2024-04-14,SKU-0006,764.0,660.0
2024-04-21,SKU-0006,646.0,660.0
2024-04-28,SKU-0006,405.0,660.0
2024-05-05,SKU-0006,175.0,660.0
2024-05-12,SKU-0006,0.0,660.0
2024-05-19,SKU-0006,0.0,660.0
2024-05-26,SKU-0006,0.0,660.0
2024-06-02,SKU-0006,734.0,660.0
2024-06-09,SKU-0006,522.0,660.0
2024-06-16,SKU-0006,425.0,660.0
2024-06-23,SKU-0006,276.0,660.0
2024-06-30,SKU-0006,824.0,660.0
2024-07-07,SKU-0006,483.0,660.0
2024-07-14,SKU-0006,146.0,660.0
2024-07-21,SKU-0006,0.0,660.0
2024-07-28,SKU-0006,0.0,660.0
2024-08-04,SKU-0006,0.0,660.0
2024-08-11,SKU-0006,717.0,660.0
2024-08-18,SKU-0006,481.0,660.0
2024-08-25,SKU-0006,86.0,660.0
2024-09-01,SKU-0006,0.0,660.0
2024-09-08,SKU-0006,0.0,660.0
2024-09-15,SKU-0006,0.0,660.0
2024-09-22,SKU-0006,605.0,660.0
2024-09-29,SKU-0006,346.0,660.0
2024-10-06,SKU-0006,113.0,660.0
2024-10-13,SKU-0006,0.0,660.0
2024-10-20,SKU-0006,0.0,660.0
2024-10-27,SKU-0006,0.0,660.0
2024-11-03,SKU-0006,0.0,660.0
2024-11-10,SKU-0006,720.0,660.0
2024-11-17,SKU-0006,591.0,660.0
2024-11-24,SKU-0006,453.0,660.0
2024-12-01,SKU-0006,301.0,660.0
2024-12-08,SKU-0006,77.0,660.0
2024-12-15,SKU-0006,813.0,660.0
2024-12-22,SKU-0006,535.0,660.0
2024-12-29,SKU-0006,0.0,660.0
2025-01-05,SKU-0006,0.0,660.0
2025-01-12,SKU-0006,0.0,660.0
2025-01-19,SKU-0006,0.0,660.0
2025-01-26,SKU-0006,0.0,660.0
2025-02-02,SKU-0006,0.0,660.0
2025-02-09,SKU-0006,0.0,660.0
2025-02-16,SKU-0006,636.0,660.0
2025-02-23,SKU-0006,546.0,660.0
2025-03-02,SKU-0006,194.0,660.0
2025-03-09,SKU-0006,0.0,660.0
2025-03-16,SKU-0006,0.0,660.0
2025-03-23,SKU-0006,0.0,660.0
2025-03-30,SKU-0006,0.0,660.0
2025-04-06,SKU-0006,757.0,660.0
2025-04-13,SKU-0006,446.0,660.0
2025-04-20,SKU-0006,373.0,660.0
2025-04-27,SKU-0006,161.0,660.0
2025-05-04,SKU-0006,80.0,660.0
2025-05-11,SKU-0006,0.0,660.0
2025-05-18,SKU-0006,0.0,660.0
2025-05-25,SKU-0006,0.0,660.0
2025-06-01,SKU-0006,0.0,660.0
2025-06-08,SKU-0006,235.0,660.0
2025-06-15,SKU-0006,91.0,660.0
2025-06-22,SKU-0006,0.0,660.0
2025-06-29,SKU-0006,0.0,660.0
2025-07-06,SKU-0006,718.0,660.0
2025-07-13,SKU-0006,453.0,660.0
2025-07-20,SKU-0006,1.0,660.0
2025-07-27,SKU-0006,0.0,660.0
2025-08-03,SKU-0006,0.0,660.0
2025-08-10,SKU-0006,0.0,660.0
2025-08-17,SKU-0006,0.0,660.0
2025-08-24,SKU-0006,0.0,660.0
2025-08-31,SKU-0006,334.0,660.0
2025-09-07,SKU-0006,211.0,660.0
2025-09-14,SKU-0006,0.0,660.0
2025-09-21,SKU-0006,0.0,660.0
2025-09-28,SKU-0006,0.0,660.0
2025-10-05,SKU-0006,0.0,660.0
2025-10-12,SKU-0006,638.0,660.0
2025-10-19,SKU-0006,383.0,660.0
2025-10-26,SKU-0006,0.0,660.0
2025-11-02,SKU-0006,373.0,660.0
2025-11-09,SKU-0006,0.0,660.0
2025-11-16,SKU-0006,0.0,660.0
2025-11-23,SKU-0006,0.0,660.0
2025-11-30,SKU-0006,0.0,660.0
2025-12-07,SKU-0006,728.0,660.0
2025-12-14,SKU-0006,462.0,660.0
2025-12-21,SKU-0006,321.0,660.0
2025-12-28,SKU-0006,98.0,660.0
2024-01-07,SKU-0007,322.8,152.0
2024-01-14,SKU-0007,258.8,152.0
2024-01-21,SKU-0007,224.8,152.0
2024-01-28,SKU-0007,182.8,152.0
2024-02-04,SKU-0007,142.8,152.0
2024-02-11,SKU-0007,86.8,152.0
2024-02-18,SKU-0007,56.8,152.0
2024-02-25,SKU-0007,217.6,152.0
2024-03-03,SKU-0007,174.6,152.0
2024-03-10,SKU-0007,123.6,152.0
