order_id,order_date,sku,category,region,qty_ordered,qty_fulfilled,unit_cost,unit_price,revenue
100125,2024-08-11,SKU-0001,Electronics Accessories,Northeast,17,13,6.13,10.21,132.73
100126,2024-08-11,SKU-0001,Electronics Accessories,Midwest,7,5,6.13,10.21,51.05
100127,2024-08-11,SKU-0001,Electronics Accessories,South,17,13,6.13,10.21,132.73
100128,2024-08-11,SKU-0001,Electronics Accessories,West,17,13,6.13,10.21,132.73
100129,2024-08-18,SKU-0001,Electronics Accessories,Northeast,14,0,6.13,10.21,0.0
100130,2024-08-18,SKU-0001,Electronics Accessories,Midwest,6,0,6.13,10.21,0.0
100131,2024-08-18,SKU-0001,Electronics Accessories,South,14,0,6.13,10.21,0.0
100132,2024-08-18,SKU-0001,Electronics Accessories,West,14,0,6.13,10.21,0.0
100133,2024-08-25,SKU-0001,Electronics Accessories,Northeast,21,0,6.13,10.21,0.0
100134,2024-08-25,SKU-0001,Electronics Accessories,Midwest,9,0,6.13,10.21,0.0
100135,2024-08-25,SKU-0001,Electronics Accessories,South,21,0,6.13,10.21,0.0
100136,2024-08-25,SKU-0001,Electronics Accessories,West,21,0,6.13,10.21,0.0
100137,2024-09-01,SKU-0001,Electronics Accessories,Northeast,24,0,6.13,10.21,0.0
100138,2024-09-01,SKU-0001,Electronics Accessories,Midwest,10,0,6.13,10.21,0.0
100139,2024-09-01,SKU-0001,Electronics Accessories,South,24,0,6.13,10.21,0.0
100140,2024-09-01,SKU-0001,Electronics Accessories,West,24,0,6.13,10.21,0.0
100141,2024-09-08,SKU-0001,Electronics Accessories,Northeast,17,17,6.13,10.21,173.57
100142,2024-09-08,SKU-0001,Electronics Accessories,Midwest,7,7,6.13,10.21,71.47
100143,2024-09-08,SKU-0001,Electronics Accessories,South,17,17,6.13,10.21,173.57
100144,2024-09-08,SKU-0001,Electronics Accessories,West,17,17,6.13,10.21,173.57
100145,2024-09-15,SKU-0001,Electronics Accessories,Northeast,23,23,6.13,10.21,234.83
100146,2024-09-15,SKU-0001,Electronics Accessories,Midwest,10,10,6.13,10.21,102.1
100147,2024-09-15,SKU-0001,Electronics Accessories,South,23,23,6.13,10.21,234.83
100148,2024-09-15,SKU-0001,Electronics Accessories,West,23,23,6.13,10.21,234.83
100149,2024-09-22,SKU-0001,Electronics Accessories,Northeast,27,27,6.13,10.21,275.67
100150,2024-09-22,SKU-0001,Electronics Accessories,Midwest,12,12,6.13,10.21,122.52
100151,2024-09-22,SKU-0001,Electronics Accessories,South,27,27,6.13,10.21,275.67
100152,2024-09-22,SKU-0001,Electronics Accessories,West,27,27,6.13,10.21,275.67
100153,2024-09-29,SKU-0001,Electronics Accessories,Northeast,18,18,6.13,10.21,183.78
100154,2024-09-29,SKU-0001,Electronics Accessories,Midwest,7,7,6.13,10.21,71.47
100155,2024-09-29,SKU-0001,Electronics Accessories,South,17,17,6.13,10.21,173.57
100156,2024-09-29,SKU-0001,Electronics Accessories,West,18,18,6.13,10.21,183.78
100157,2024-10-06,SKU-0001,Electronics Accessories,Northeast,15,15,6.13,10.21,153.15
100158,2024-10-06,SKU-0001,Electronics Accessories,Midwest,6,6,6.13,10.21,61.26
100159,2024-10-06,SKU-0001,Electronics Accessories,South,15,15,6.13,10.21,153.15
100160,2024-10-06,SKU-0001,Electronics Accessories,West,15,15,6.13,10.21,153.15
100161,2024-10-13,SKU-0001,Electronics Accessories,Northeast,23,23,6.13,10.21,234.83
100162,2024-10-13,SKU-0001,Electronics Accessories,Midwest,10,10,6.13,10.21,102.1
100163,2024-10-13,SKU-0001,Electronics Accessories,South,23,23,6.13,10.21,234.83
100164,2024-10-13,SKU-0001,Electronics Accessories,West,23,23,6.13,10.21,234.83
100165,2024-10-20,SKU-0001,Electronics Accessories,Northeast,22,22,6.13,10.21,224.62
100166,2024-10-20,SKU-0001,Electronics Accessories,Midwest,9,9,6.13,10.21,91.89
100167,2024-10-20,SKU-0001,Electronics Accessories,South,22,22,6.13,10.21,224.62
100168,2024-10-20,SKU-0001,Electronics Accessories,West,22,22,6.13,10.21,224.62
100169,2024-10-27,SKU-0001,Electronics Accessories,Northeast,30,8,6.13,10.21,81.68
100170,2024-10-27,SKU-0001,Electronics Accessories,Midwest,12,3,6.13,10.21,30.63
100171,2024-10-27,SKU-0001,Electronics Accessories,South,29,8,6.13,10.21,81.68
100172,2024-10-27,SKU-0001,Electronics Accessories,West,30,8,6.13,10.21,81.68
100173,2024-11-03,SKU-0001,Electronics Accessories,Northeast,15,0,6.13,10.21,0.0
100174,2024-11-03,SKU-0001,Electronics Accessories,Midwest,7,0,6.13,10.21,0.0
100175,2024-11-03,SKU-0001,Electronics Accessories,South,15,0,6.13,10.21,0.0
100176,2024-11-03,SKU-0001,Electronics Accessories,West,16,0,6.13,10.21,0.0
100177,2024-11-10,SKU-0001,Electronics Accessories,Northeast,19,0,6.13,10.21,0.0
100178,2024-11-10,SKU-0001,Electronics Accessories,Midwest,8,0,6.13,10.21,0.0
100179,2024-11-10,SKU-0001,Electronics Accessories,South,19,0,6.13,10.21,0.0
100180,2024-11-10,SKU-0001,Electronics Accessories,West,19,0,6.13,10.21,0.0
100181,2024-11-17,SKU-0001,Electronics Accessories,Northeast,18,0,6.13,10.21,0.0
100182,2024-11-17,SKU-0001,Electronics Accessories,Midwest,8,0,6.13,10.21,0.0
100183,2024-11-17,SKU-0001,Electronics Accessories,South,18,0,6.13,10.21,0.0
100184,2024-11-17,SKU-0001,Electronics Accessories,West,18,0,6.13,10.21,0.0
100185,2024-11-24,SKU-0001,Electronics Accessories,Northeast,13,0,6.13,10.21,0.0
100186,2024-11-24,SKU-0001,Electronics Accessories,Midwest,6,0,6.13,10.21,0.0
100187,2024-11-24,SKU-0001,Electronics Accessories,South,13,0,6.13,10.21,0.0
100188,2024-11-24,SKU-0001,Electronics Accessories,West,13,0,6.13,10.21,0.0
100189,2024-12-01,SKU-0001,Electronics Accessories,Northeast,24,24,6.13,10.21,245.04
100190,2024-12-01,SKU-0001,Electronics Accessories,Midwest,10,10,6.13,10.21,102.1
100191,2024-12-01,SKU-0001,Electronics Accessories,South,24,24,6.13,10.21,245.04
100192,2024-12-01,SKU-0001,Electronics Accessories,West,24,24,6.13,10.21,245.04
100193,2024-12-08,SKU-0001,Electronics Accessories,Northeast,27,27,6.13,10.21,275.67
100194,2024-12-08,SKU-0001,Electronics Accessories,Midwest,12,12,6.13,10.21,122.52
100195,2024-12-08,SKU-0001,Electronics Accessories,South,27,27,6.13,10.21,275.67
100196,2024-12-08,SKU-0001,Electronics Accessories,West,28,28,6.13,10.21,285.88
100197,2024-12-15,SKU-0001,Electronics Accessories,Northeast,18,18,6.13,10.21,183.78
100198,2024-12-15,SKU-0001,Electronics Accessories,Midwest,8,8,6.13,10.21,81.68
100199,2024-12-15,SKU-0001,Electronics Accessories,South,18,18,6.13,10.21,183.78
100200,2024-12-15,SKU-0001,Electronics Accessories,West,18,18,6.13,10.21,183.78
100201,2024-12-22,SKU-0001,Electronics Accessories,Northeast,37,7,6.13,10.21,71.47
100202,2024-12-22,SKU-0001,Electronics Accessories,Midwest,16,3,6.13,10.21,30.63
100203,2024-12-22,SKU-0001,Electronics Accessories,South,37,7,6.13,10.21,71.47
100204,2024-12-22,SKU-0001,Electronics Accessories,West,37,7,6.13,10.21,71.47
100205,2024-12-29,SKU-0001,Electronics Accessories,Northeast,31,0,6.13,10.21,0.0
100206,2024-12-29,SKU-0001,Electronics Accessories,Midwest,13,0,6.13,10.21,0.0
100207,2024-12-29,SKU-0001,Electronics Accessories,South,31,0,6.13,10.21,0.0
100208,2024-12-29,SKU-0001,Electronics Accessories,West,31,0,6.13,10.21,0.0
100209,2025-01-05,SKU-0001,Electronics Accessories,Northeast,20,0,6.13,10.21,0.0
100210,2025-01-05,SKU-0001,Electronics Accessories,Midwest,8,0,6.13,10.21,0.0
100211,2025-01-05,SKU-0001,Electronics Accessories,South,19,0,6.13,10.21,0.0
100212,2025-01-05,SKU-0001,Electronics Accessories,West,20,0,6.13,10.21,0.0
100213,2025-01-12,SKU-0001,Electronics Accessories,Northeast,18,0,6.13,10.21,0.0
100214,2025-01-12,SKU-0001,Electronics Accessories,Midwest,8,0,6.13,10.21,0.0
100215,2025-01-12,SKU-0001,Electronics Accessories,South,18,0,6.13,10.21,0.0
100216,2025-01-12,SKU-0001,Electronics Accessories,West,18,0,6.13,10.21,0.0
100217,2025-01-19,SKU-0001,Electronics Accessories,Northeast,22,22,6.13,10.21,224.62
100218,2025-01-19,SKU-0001,Electronics Accessories,Midwest,9,9,6.13,10.21,91.89
100219,2025-01-19,SKU-0001,Electronics Accessories,South,22,22,6.13,10.21,224.62
100220,2025-01-19,SKU-0001,Electronics Accessories,West,22,22,6.13,10.21,224.62
100221,2025-01-26,SKU-0001,Electronics Accessories,Northeast,10,10,6.13,10.21,102.1
100222,2025-01-26,SKU-0001,Electronics Accessories,Midwest,4,4,6.13,10.21,40.84
100223,2025-01-26,SKU-0001,Electronics Accessories,South,10,10,6.13,10.21,102.1
100224,2025-01-26,SKU-0001,Electronics Accessories,West,10,10,6.13,10.21,102.1
100225,2025-02-02,SKU-0001,Electronics Accessories,Northeast,19,19,6.13,10.21,193.99
100226,2025-02-02,SKU-0001,Electronics Accessories,Midwest,8,8,6.13,10.21,81.68
100227,2025-02-02,SKU-0001,Electronics Accessories,South,19,19,6.13,10.21,193.99
100228,2025-02-02,SKU-0001,Electronics Accessories,West,19,19,6.13,10.21,193.99
100229,2025-02-09,SKU-0001,Electronics Accessories,Northeast,19,19,6.13,10.21,193.99
100230,2025-02-09,SKU-0001,Electronics Accessories,Midwest,8,8,6.13,10.21,81.68
100231,2025-02-09,SKU-0001,Electronics Accessories,South,19,19,6.13,10.21,193.99
100232,2025-02-09,SKU-0001,Electronics Accessories,West,19,19,6.13,10.21,193.99
100233,2025-02-16,SKU-0001,Electronics Accessories,Northeast,8,7,6.13,10.21,71.47
100234,2025-02-16,SKU-0001,Electronics Accessories,Midwest,3,3,6.13,10.21,30.63
100235,2025-02-16,SKU-0001,Electronics Accessories,South,8,7,6.13,10.21,71.47
100236,2025-02-16,SKU-0001,Electronics Accessories,West,8,7,6.13,10.21,71.47
100237,2025-02-23,SKU-0001,Electronics Accessories,Northeast,17,0,6.13,10.21,0.0
100238,2025-02-23,SKU-0001,Electronics Accessories,Midwest,7,0,6.13,10.21,0.0
100239,2025-02-23,SKU-0001,Electronics Accessories,South,17,0,6.13,10.21,0.0
100240,2025-02-23,SKU-0001,Electronics Accessories,West,17,0,6.13,10.21,0.0
100241,2025-03-02,SKU-0001,Electronics Accessories,Northeast,15,0,6.13,10.21,0.0
100242,2025-03-02,SKU-0001,Electronics Accessories,Midwest,6,0,6.13,10.21,0.0
100243,2025-03-02,SKU-0001,Electronics Accessories,South,15,0,6.13,10.21,0.0
100244,2025-03-02,SKU-0001,Electronics Accessories,West,15,0,6.13,10.21,0.0
100245,2025-03-09,SKU-0001,Electronics Accessories,Northeast,22,22,6.13,10.21,224.62
100246,2025-03-09,SKU-0001,Electronics Accessories,Midwest,9,9,6.13,10.21,91.89
100247,2025-03-09,SKU-0001,Electronics Accessories,South,22,22,6.13,10.21,224.62
100248,2025-03-09,SKU-0001,Electronics Accessories,West,22,22,6.13,10.21,224.62
100249,2025-03-16,SKU-0001,Electronics Accessories,Northeast,14,14,6.13,10.21,142.94
100250,2025-03-16,SKU-0001,Electronics Accessories,Midwest,6,6,6.13,10.21,61.26
100251,2025-03-16,SKU-0001,Electronics Accessories,South,14,14,6.13,10.21,142.94
100252,2025-03-16,SKU-0001,Electronics Accessories,West,14,14,6.13,10.21,142.94
100253,2025-03-23,SKU-0001,Electronics Accessories,Northeast,16,16,6.13,10.21,163.36
100254,2025-03-23,SKU-0001,Electronics Accessories,Midwest,7,7,6.13,10.21,71.47
100255,2025-03-23,SKU-0001,Electronics Accessories,South,16,16,6.13,10.21,163.36
100256,2025-03-23,SKU-0001,Electronics Accessories,West,16,16,6.13,10.21,163.36
100257,2025-03-30,SKU-0001,Electronics Accessories,Northeast,19,19,6.13,10.21,193.99
100258,2025-03-30,SKU-0001,Electronics Accessories,Midwest,8,8,6.13,10.21,81.68
100259,2025-03-30,SKU-0001,Electronics Accessories,South,19,19,6.13,10.21,193.99
100260,2025-03-30,SKU-0001,Electronics Accessories,West,19,19,6.13,10.21,193.99
100261,2025-04-06,SKU-0001,Electronics Accessories,Northeast,13,5,6.13,10.21,51.05
100262,2025-04-06,SKU-0001,Electronics Accessories,Midwest,5,2,6.13,10.21,20.42
100263,2025-04-06,SKU-0001,Electronics Accessories,South,13,5,6.13,10.21,51.05
100264,2025-04-06,SKU-0001,Electronics Accessories,West,13,6,6.13,10.21,61.26
100265,2025-04-13,SKU-0001,Electronics Accessories,Northeast,21,0,6.13,10.21,0.0
100266,2025-04-13,SKU-0001,Electronics Accessories,Midwest,9,0,6.13,10.21,0.0
100267,2025-04-13,SKU-0001,Electronics Accessories,South,21,0,6.13,10.21,0.0
100268,2025-04-13,SKU-0001,Electronics Accessories,West,21,0,6.13,10.21,0.0
100269,2025-04-20,SKU-0001,Electronics Accessories,Northeast,17,0,6.13,10.21,0.0
100270,2025-04-20,SKU-0001,Electronics Accessories,Midwest,7,0,6.13,10.21,0.0
100271,2025-04-20,SKU-0001,Electronics Accessories,South,17,0,6.13,10.21,0.0
100272,2025-04-20,SKU-0001,Electronics Accessories,West,17,0,6.13,10.21,0.0
100273,2025-04-27,SKU-0001,Electronics Accessories,Northeast,21,21,6.13,10.21,214.41
100274,2025-04-27,SKU-0001,Electronics Accessories,Midwest,9,9,6.13,10.21,91.89
100275,2025-04-27,SKU-0001,Electronics Accessories,South,21,21,6.13,10.21,214.41
100276,2025-04-27,SKU-0001,Electronics Accessories,West,21,21,6.13,10.21,214.41
100277,2025-05-04,SKU-0001,Electronics Accessories,Northeast,15,15,6.13,10.21,153.15
100278,2025-05-04,SKU-0001,Electronics Accessories,Midwest,6,6,6.13,10.21,61.26
100279,2025-05-04,SKU-0001,Electronics Accessories,South,15,15,6.13,10.21,153.15
100280,2025-05-04,SKU-0001,Electronics Accessories,West,15,15,6.13,10.21,153.15
100281,2025-05-11,SKU-0001,Electronics Accessories,Northeast,26,26,6.13,10.21,265.46
100282,2025-05-11,SKU-0001,Electronics Accessories,Midwest,11,11,6.13,10.21,112.31
100283,2025-05-11,SKU-0001,Electronics Accessories,South,26,26,6.13,10.21,265.46
100284,2025-05-11,SKU-0001,Electronics Accessories,West,26,26,6.13,10.21,265.46
100285,2025-05-18,SKU-0001,Electronics Accessories,Northeast,22,14,6.13,10.21,142.94
100286,2025-05-18,SKU-0001,Electronics Accessories,Midwest,9,6,6.13,10.21,61.26
100287,2025-05-18,SKU-0001,Electronics Accessories,South,22,14,6.13,10.21,142.94
100288,2025-05-18,SKU-0001,Electronics Accessories,West,22,14,6.13,10.21,142.94
100289,2025-05-25,SKU-0001,Electronics Accessories,Northeast,17,0,6.13,10.21,0.0
100290,2025-05-25,SKU-0001,Electronics Accessories,Midwest,7,0,6.13,10.21,0.0
100291,2025-05-25,SKU-0001,Electronics Accessories,South,17,0,6.13,10.21,0.0
100292,2025-05-25,SKU-0001,Electronics Accessories,West,17,0,6.13,10.21,0.0
100293,2025-06-01,SKU-0001,Electronics Accessories,Northeast,23,0,6.13,10.21,0.0
100294,2025-06-01,SKU-0001,Electronics Accessories,Midwest,10,0,6.13,10.21,0.0
100295,2025-06-01,SKU-0001,Electronics Accessories,South,23,0,6.13,10.21,0.0
100296,2025-06-01,SKU-0001,Electronics Accessories,West,23,0,6.13,10.21,0.0
100297,2025-06-08,SKU-0001,Electronics Accessories,Northeast,28,28,6.13,10.21,285.88
100298,2025-06-08,SKU-0001,Electronics Accessories,Midwest,12,12,6.13,10.21,122.52
100299,2025-06-08,SKU-0001,Electronics Accessories,South,28,28,6.13,10.21,285.88
100300,2025-06-08,SKU-0001,Electronics Accessories,West,28,28,6.13,10.21,285.88
100301,2025-06-15,SKU-0001,Electronics Accessories,Northeast,34,34,6.13,10.21,347.14
100302,2025-06-15,SKU-0001,Electronics Accessories,Midwest,14,14,6.13,10.21,142.94
100303,2025-06-15,SKU-0001,Electronics Accessories,South,34,34,6.13,10.21,347.14
100304,2025-06-15,SKU-0001,Electronics Accessories,West,34,34,6.13,10.21,347.14
100305,2025-06-22,SKU-0001,Electronics Accessories,Northeast,11,11,6.13,10.21,112.31
